	Chromosome	Position	97RT_CM-_vs_97RT_PBMC.tumour
1_1918513	1	1918513	0.324999963216506
1_1923136	1	1923136	0.745336835369273
1_1923140	1	1923140	0.750459267981861
1_1923904	1	1923904	0.371869932156221
1_1924451	1	1924451	0.778354591243683
1_1926326	1	1926326	0.744153570967582
1_1926457	1	1926457	0.697221981455355
1_1926661	1	1926661	0.772722723164353
1_1926722	1	1926722	0.867254202625032
1_1942086	1	1942086	0.379564323946221
1_1944420	1	1944420	0.665513121728017
1_1956754	1	1956754	0.828107626440782
1_1964940	1	1964940	0.513173931591665
1_1966450	1	1966450	0.513173931591665
1_1966521	1	1966521	0.440105865881272
1_1968644	1	1968644	0.406036535307412
1_1968772	1	1968772	0.409008101838703
1_1970690	1	1970690	0.439725759162991
1_1970786	1	1970786	0.530094527992396
1_1972962	1	1972962	0.877607391853494
1_1974028	1	1974028	0.442105790014934
1_1985090	1	1985090	0.77448318102879
1_2023748	1	2023748	0.480101521342208
1_2024324	1	2024324	0.709712925638552
1_2024503	1	2024503	0.450354177948157
1_2024579	1	2024579	0.579128815828408
1_2025598	1	2025598	0.59992478010044
1_2025673	1	2025673	0.37342953777412
1_2029235	1	2029235	0.259592967204263
1_2029675	1	2029675	0.758622526119498
1_2030027	1	2030027	0.836510679193924
1_2056554	1	2056554	0.793949462806584
1_2059575	1	2059575	0.483020366868479
1_2074688	1	2074688	0.789935124132632
1_2169339	1	2169339	0.604826353470717
1_2169401	1	2169401	0.798277481368463
1_2169539	1	2169539	0.610000786422823
1_2169545	1	2169545	0.637362081413868
1_2180521	1	2180521	0.635413371021829
1_2181939	1	2181939	0.47494237202348
1_2182126	1	2182126	0.983546732324869
1_2182337	1	2182337	0.772121098868357
1_2182380	1	2182380	0.757133830248172
1_2182443	1	2182443	0.676057371457313
1_2182461	1	2182461	0.734255109901343
1_2182465	1	2182465	0.824045601117547
1_2190570	1	2190570	0.591068429139933
1_2198019	1	2198019	0.450866316768192
1_2201209	1	2201209	0.585033442246201
1_2229237	1	2229237	0.768606614692121
1_2240778	1	2240778	0.417699452832992
1_2303882	1	2303882	0.673187049613438
1_2303882.1	1	2303882	0.673187049613438
1_2303939	1	2303939	0.489113786125155
1_2304552	1	2304552	0.400874830191633
1_2304552.1	1	2304552	0.400874830191633
1_2306103	1	2306103	0.626799288352959
1_2321534	1	2321534	0.492370610497627
1_2332683	1	2332683	0.464081566066203
1_2332752	1	2332752	0.489113786125155
1_2358704	1	2358704	0.757880208099062
1_2379143	1	2379143	0.772906752125746
1_2403103	1	2403103	0.904728908043695
1_2405080	1	2405080	0.981014947455946
1_2405080.1	1	2405080	0.981014947455946
1_2405080.2	1	2405080	0.981014947455946
1_2405080.3	1	2405080	0.981014947455946
1_2406784	1	2406784	0.798277481368463
1_2406885	1	2406885	0.549772012768862
1_2408773	1	2408773	0.574783345552443
1_2412497	1	2412497	0.913585259004202
1_2427689	1	2427689	0.79557366229239
1_2430360	1	2430360	0.815149200629151
1_2430393	1	2430393	0.895006328504069
1_2489840	1	2489840	0.696456828936285
1_2491211	1	2491211	0.50632146623216
1_2494907	1	2494907	0.517067847696156
1_2496979	1	2496979	0.273841922942543
1_2499031	1	2499031	0.635931782181492
1_2499660	1	2499660	0.764536950383074
1_2502162	1	2502162	0.430190397016189
1_2502203	1	2502203	0.375125258779724
1_2502535	1	2502535	0.616603521247071
1_2502732	1	2502732	0.256347307700609
1_2504255	1	2504255	0.72824887707598
1_2504662	1	2504662	0.591068429139933
1_2504832	1	2504832	0.248452409599062
1_2504866	1	2504866	0.281619273534262
1_2520751	1	2520751	0.694606033248344
1_2520882	1	2520882	0.405706738748452
1_2521922	1	2521922	0.722536965996136
1_2526571	1	2526571	0.140575392079078
1_2529533	1	2529533	0.627020137192409
1_2529549	1	2529549	0.395797350802574
1_2529768	1	2529768	0.715613527078236
1_2529825	1	2529825	0.820802825817549
1_2530132	1	2530132	0.631103090942186
1_2556673	1	2556673	0.717532430097851
1_2559170	1	2559170	0.745336835369273
1_2559173	1	2559173	0.797175766888891
1_2559459	1	2559459	0.339069545718162
1_2559483	1	2559483	0.267019083456843
1_2559621	1	2559621	0.294675426359708
1_2559632	1	2559632	0.418664143635162
1_2559902	1	2559902	0.592756779292703
1_2588536	1	2588536	0.798150890306136
1_2591576	1	2591576	0.469327258749958
1_2591973	1	2591973	0.612264585522733
1_2592689	1	2592689	0.718853579495021
1_2593833	1	2593833	0.45072535286746
1_2596033	1	2596033	0.783713507082329
1_2596615	1	2596615	0.541005902352911
1_2606261	1	2606261	0.861716019083602
1_2609829	1	2609829	1.00655003956308
1_2609830	1	2609830	1.04424105730555
1_2644433	1	2644433	0.606335185793244
1_2783654	1	2783654	0.753176574122515
1_2785877	1	2785877	0.631553862713042
1_2787490	1	2787490	0.648312380974409
1_2789597	1	2789597	0.616603521247071
1_2800342	1	2800342	0.646350864641123
1_2800478	1	2800478	0.80134340110412
1_2800484	1	2800484	0.832332212302508
1_2800545	1	2800545	0.788784496629751
1_2800790	1	2800790	0.676160365927525
1_3021701	1	3021701	0.761283273886262
1_3021858	1	3021858	0.90755067280127
1_3021860	1	3021860	0.908958500751086
1_3022005	1	3022005	0.836245331567484
1_3022574	1	3022574	0.825892355309338
1_3186480	1	3186480	0.43373946409726
1_3186480.1	1	3186480	0.43373946409726
1_3385157	1	3385157	0.151222636278587
1_3386696	1	3386696	0.563492184787508
1_3396544	1	3396544	0.453874021208962
1_3405509	1	3405509	0.658423696941698
1_3411623	1	3411623	1.06911572594458
1_3411715	1	3411715	0.663397732726012
1_3411881	1	3411881	0.483020366868479
1_3412576	1	3412576	0.621878463287745
1_3412736	1	3412736	0.216065591663342
1_3425743	1	3425743	0.659672243138956
1_3426071	1	3426071	0.729612483076257
1_3426095	1	3426095	0.459734672630205
1_3430956	1	3430956	0.931476858600483
1_3431048	1	3431048	0.717130397201035
1_3432131	1	3432131	0.677357552326167
1_3463266	1	3463266	0.693945609780235
1_3463493	1	3463493	0.289137242818278
1_3469503	1	3469503	0.525180493483476
1_3471739	1	3471739	0.569736916209096
1_3473444	1	3473444	0.691704976487789
1_3477892	1	3477892	0.442574121472022
1_3478424	1	3478424	1.08347995204553
1_3478612	1	3478612	0.560335301600325
1_3479532	1	3479532	0.532070011035403
1_3480485	1	3480485	0.631553862713042
1_3492645	1	3492645	0.957640439082137
1_3492682	1	3492682	0.707943832785496
1_3492708	1	3492708	0.690132556669036
1_3493846	1	3493846	0.689248823078836
1_3494017	1	3494017	0.380648649469561
1_3494371	1	3494371	0.899851147970373
1_3495901	1	3495901	0.138556224442426
1_3495957	1	3495957	0.24534771399614
1_3496003	1	3496003	0.31061697022873
1_3497541	1	3497541	0.708101875732567
1_3499682	1	3499682	0.747848054525323
1_3499709	1	3499709	0.499419981876732
1_3499885	1	3499885	0.555202976582927
1_3501081	1	3501081	0.602528336035348
1_3501198	1	3501198	0.673505912481548
1_3505283	1	3505283	0.479099997497136
1_3505549	1	3505549	0.495041541366157
1_3508619	1	3508619	0.673747428350679
1_3510787	1	3510787	0.743838709543178
1_3514574	1	3514574	0.509688317330559
1_3514671	1	3514671	0.580979611516349
1_3515498	1	3515498	0.644084257669177
1_3524189	1	3524189	0.719697014211174
1_3547098	1	3547098	0.359445681749946
1_3595444	1	3595444	0.484153225223421
1_3602546	1	3602546	0.816472925957379
1_3631426	1	3631426	0.686144454500148
1_3722203	1	3722203	0.884799632196643
1_3727147	1	3727147	0.717980541622153
1_3752608	1	3752608	0.546214193355673
1_3752637	1	3752637	0.719173254887618
1_3752792	1	3752792	0.751533101333179
1_3755518	1	3755518	0.610934771160379
1_3756820	1	3756820	0.335794413685301
1_3761290	1	3761290	0.789440118109286
1_3761369	1	3761369	0.846426148059007
1_3762639	1	3762639	0.610344530775388
1_3763322	1	3763322	0.62800828451932
1_3763538	1	3763538	0.703408348784343
1_3763769	1	3763769	0.656131885433708
1_3767350	1	3767350	0.764995361139742
1_3769851	1	3769851	0.612870802370741
1_3771308	1	3771308	0.872943274506856
1_3782760	1	3782760	0.446678519804758
1_3786945	1	3786945	0.59723819638014
1_3787134	1	3787134	0.531567417391271
1_3795946	1	3795946	0.382715461072793
1_3815395	1	3815395	0.787715437639825
1_3815444	1	3815444	0.871600608015446
1_3823504	1	3823504	0.584182043554693
1_3829360	1	3829360	0.56467572920321
1_3829920	1	3829920	0.840957458916805
1_3833933	1	3833933	0.732878910217595
1_3835070	1	3835070	0.374033217972992
1_3836504	1	3836504	0.674089015907831
1_3839111	1	3839111	0.820136915332203
1_3839662	1	3839662	0.959654907700187
1_3839755	1	3839755	1.13400273815559
1_3847485	1	3847485	0.565977448177102
1_3851795	1	3851795	0.526405712275492
1_3883554	1	3883554	0.378091434547346
1_3883678	1	3883678	0.337577082645376
1_3889984	1	3889984	0.542802220836954
1_3890824	1	3890824	1.15310453301158
1_3890943	1	3890943	0.671644884805033
1_3891029	1	3891029	0.676057371457313
1_3891765	1	3891765	0.633091644035639
1_4711993	1	4711993	0.197064629733286
1_5863309	1	5863309	0.633091644035639
1_5864423	1	5864423	0.593519908134029
1_5864440	1	5864440	0.669070941141206
1_5866447	1	5866447	0.642229328922565
1_5875036	1	5875036	1.09506640066755
1_5875098	1	5875098	1.31457498379741
1_5877102	1	5877102	0.499419981876732
1_5877102.1	1	5877102	0.499419981876732
1_5880206	1	5880206	0.475629893500888
1_5890953	1	5890953	0.932862866047741
1_5904731	1	5904731	0.699659260974629
1_5905324	1	5905324	0.517067847696156
1_5905324.1	1	5905324	0.517067847696156
1_5905764	1	5905764	0.70358682284171
1_5909185	1	5909185	0.642366617312152
1_5909185.1	1	5909185	0.642366617312152
1_5948118	1	5948118	0.95102256031763
1_5978411	1	5978411	0.364216359612785
1_5978411.1	1	5978411	0.364216359612785
1_6073370	1	6073370	0.789823100601816
1_6082248	1	6082248	0.668133821887153
1_6082379	1	6082379	0.709712925638552
1_6085742	1	6085742	0.721956521393299
1_6085837	1	6085837	0.892934749694322
1_6085846	1	6085846	0.901580479961542
1_6085878	1	6085878	0.846085367369838
1_6085974	1	6085974	0.212213266167735
1_6086245	1	6086245	0.480625851728096
1_6088993	1	6088993	0.895139020621052
1_6098502	1	6098502	0.798050392584602
1_6099890	1	6099890	0.528208405301356
1_6099973	1	6099973	0.687195489077124
1_6109928	1	6109928	0.977193236503538
1_6124032	1	6124032	0.633477339811467
1_6125548	1	6125548	0.58941869192084
1_6130155	1	6130155	0.518571438286544
1_6130255	1	6130255	0.590371979673891
1_6136809	1	6136809	0.499419981876732
1_6149303	1	6149303	0.60238966202737
1_6152418	1	6152418	0.679339276595033
1_6152469	1	6152469	0.577784272356543
1_6207418	1	6207418	0.593519908134029
1_6208898	1	6208898	0.689248823078836
1_6208934	1	6208934	0.76155185715817
1_6208961	1	6208961	0.705870859344158
1_6209280	1	6209280	0.726228012421569
1_6210409	1	6210409	0.722690779636762
1_6211065	1	6211065	0.930357684688733
1_6212018	1	6212018	0.920609708137171
1_6212030	1	6212030	0.990221093145934
1_6213147	1	6213147	0.468504882257937
1_6218354	1	6218354	0.954236516840308
1_6225119	1	6225119	0.863913574787848
1_6235898	1	6235898	0.511250521100842
1_6244394	1	6244394	0.659672243138956
1_6245232	1	6245232	0.524345013395082
1_6250433	1	6250433	0.687306512590272
1_6250614	1	6250614	0.751533101333179
1_6254623	1	6254623	0.81933741681305
1_6294955	1	6294955	0.674089015907831
1_6339467	1	6339467	0.785480433256517
1_6349836	1	6349836	0.33029933609043
1_6425205	1	6425205	0.633379233997897
1_6440652	1	6440652	0.655673085925663
1_6441049	1	6441049	0.524239503098411
1_6445735	1	6445735	0.26296656663237
1_6447451	1	6447451	0.874540059441186
1_6448769	1	6448769	0.587652147550941
1_6448885	1	6448885	0.768606614692121
1_6449070	1	6449070	0.341185390957444
1_6452055	1	6452055	0.625320738348179
1_6454481	1	6454481	0.0711693847125517
1_6461443	1	6461443	0.659672243138956
1_6462158	1	6462158	0.714783915185974
1_6462984	1	6462984	0.643979960178376
1_6463050	1	6463050	0.587722401259942
1_6464643	1	6464643	0.760993430582245
1_6468242	1	6468242	0.721956521393299
1_6468255	1	6468255	0.771881746724981
1_6468378	1	6468378	0.738444644181868
1_6468505	1	6468505	0.846426148059007
1_6469128	1	6469128	0.509902129119151
1_6469143	1	6469143	0.36468514760745
1_6473275	1	6473275	0.82865399836206
1_6473275.1	1	6473275	0.82865399836206
1_6473333	1	6473333	0.709712925638552
1_6474072	1	6474072	0.126105704529407
1_6474109	1	6474109	0.11277778325132
1_6474583	1	6474583	0.170347291357507
1_6475089	1	6475089	0.981600338026319
1_6475089.1	1	6475089	0.981600338026319
1_6475992	1	6475992	0.616603521247071
1_6476016	1	6476016	0.573101882610484
1_6506029	1	6506029	0.59642563930944
1_6506064	1	6506064	0.683717717105607
1_6506148	1	6506148	0.560019992880703
1_6550472	1	6550472	1.04041123015365
1_6554475	1	6554475	0.972747331472346
1_6555384	1	6555384	1.03164102052591
1_6555409	1	6555409	0.762454387710525
1_6571046	1	6571046	0.651368939407747
1_6571204	1	6571204	0.658423696941698
1_6574642	1	6574642	0.792453356646488
1_6575249	1	6575249	0.722536965996136
1_6578719	1	6578719	0.274001858094958
1_6579332	1	6579332	0.670374777688051
1_6579376	1	6579376	0.524681031806031
1_6581000	1	6581000	0.777884428280131
1_6593421	1	6593421	0.662118180499439
1_6633012	1	6633012	0.429605006445817
1_6633037	1	6633037	0.660997640605524
1_6634039	1	6634039	0.864991151116463
1_6634059	1	6634059	0.775627042369893
1_6635690	1	6635690	0.386906299287389
1_6636172	1	6636172	0.633677034606012
1_6638330	1	6638330	0.560019992880703
1_6644575	1	6644575	0.526405712275492
1_6645814	1	6645814	0.458455687581112
1_6645884	1	6645884	0.669070941141206
1_6651086	1	6651086	0.596840266425641
1_6825174	1	6825174	-0.871497440221497
1_7370160	1	7370160	-1.12216431555312
1_7370205	1	7370205	-1.13274579737497
1_7621940	1	7621940	-1.17189237355922
1_7663474	1	7663474	-0.77571390153169
1_7663528	1	7663528	-0.792787414890631
1_7664502	1	7664502	-1.10586250322402
1_7664637	1	7664637	-0.883966792183713
1_7664737	1	7664737	-1.1466962207326
1_7670988	1	7670988	-1.13341822574458
1_7732460	1	7732460	-1.32591098409217
1_7737485	1	7737485	-1.05082113966606
1_7738425	1	7738425	-0.948181097536455
1_7778168	1	7778168	-0.633939940403526
1_7809988	1	7809988	-1.01726857995503
1_7810546	1	7810546	-0.507724613755131
1_7819317	1	7819317	-0.718380726465738
1_7826538	1	7826538	-0.968358979474086
1_7826690	1	7826690	-1.16475619227759
1_7827439	1	7827439	-0.855148369026095
1_7827501	1	7827501	-1.03485439126099
1_7827519	1	7827519	-1.2413774738805
1_7827709	1	7827709	-0.632755947689647
1_7829881	1	7829881	-0.628018847472843
1_7829887	1	7829887	-0.631323992196515
1_7829993	1	7829993	-0.620435676053779
1_7830004	1	7830004	-0.531295173865243
1_7830049	1	7830049	-0.627868433560296
1_7842655	1	7842655	-1.14523674155816
1_7842676	1	7842676	-1.27251237263347
1_7846697	1	7846697	-1.0120803569034
1_7852915	1	7852915	-0.830855455724151
1_7852944	1	7852944	-0.659254924944307
1_7935030	1	7935030	-1.36428765580522
1_7939911	1	7939911	-0.265340717231217
1_8013850	1	8013850	-0.690825003945177
1_8013869	1	8013869	-0.618416508417127
1_8013883	1	8013883	-0.64373677541746
1_8014274	1	8014274	-0.914587723033105
1_8330435	1	8330435	-0.863176742782029
1_8330720	1	8330720	-1.10884020302392
1_8330828	1	8330828	-1.2690184576078
1_8335614	1	8335614	-0.885896819282113
1_8339614	1	8339614	-1.36690835596436
1_8343775	1	8343775	-0.689642951408022
1_8343908	1	8343908	-0.725788676200007
1_8355558	1	8355558	-0.968358979474086
1_8358650	1	8358650	-0.87721109141589
1_8358860	1	8358860	-0.796178004091405
1_8359794	1	8359794	-0.7204314660305
1_8360375	1	8360375	-2.55332148019524
1_8360443	1	8360443	-2.77571390153169
1_8360492	1	8360492	-1.10586250322402
1_8360503	1	8360503	-1.19075140081053
1_8360612	1	8360612	-1.09388986155794
1_8361083	1	8361083	-0.710561222006439
1_8361126	1	8361126	-0.819215540168276
1_8624343	1	8624343	-0.855884250215673
1_8656247	1	8656247	-0.91589155957995
1_8861360	1	8861360	-1.14200706695912
1_8949303	1	8949303	-1.01017915516871
1_8949347	1	8949347	-0.651168803593386
1_8949355	1	8949355	-0.627322061639019
1_8949393	1	8949393	-0.801248993638827
1_8951527	1	8951527	-1.23514552016899
