	Chromosome	Position	128RT_CM-_vs_128RT_PBMC.tumour
1_1313807	1	1313807	-0.0547756306136348
1_1315577	1	1315577	0.0403519091894326
1_1319056	1	1319056	-0.288357986481871
1_1319063	1	1319063	-0.200734121174119
1_1327457	1	1327457	0.101896814644756
1_1327560	1	1327560	-0.0957838531949383
1_1327577	1	1327577	0.135642017665362
1_1327705	1	1327705	0.114139216179293
1_1331666	1	1331666	-0.295109602909593
1_1332116	1	1332116	-0.228748497343715
1_1332124	1	1332124	-0.181442782565359
1_1332226	1	1332226	-0.126446668671513
1_1332271	1	1332271	-0.185783779708147
1_1332677	1	1332677	0.369121487156829
1_1333466	1	1333466	-0.198789351109837
1_1334123	1	1334123	0.165882791273292
1_1334174	1	1334174	-0.244515813202032
1_1334422	1	1334422	-0.362091826537872
1_1336134	1	1336134	-0.0230734709522012
1_1336256	1	1336256	-0.175555558178122
1_1336473	1	1336473	-0.0877361878166419
1_1338022	1	1338022	0.346160338713518
1_1339592	1	1339592	-0.390380870969296
1_1340503	1	1340503	0.425887531184252
1_1342153	1	1342153	-0.0369203937936645
1_1353897	1	1353897	0.0961820857051705
1_1354066	1	1354066	-0.0538927328448475
1_1355028	1	1355028	0.227068852077463
1_1387355	1	1387355	-0.227831044186635
1_1393431	1	1393431	-0.0423877937672696
1_1399095	1	1399095	-0.00223996753503535
1_1405744	1	1405744	-0.00868237864657934
1_1405858	1	1405858	-0.270812556910259
1_1419135	1	1419135	-0.152441877204457
1_1419136	1	1419136	-0.217294344467008
1_1419158	1	1419158	-0.000796550665366671
1_1419399	1	1419399	0.0806706026370685
1_1419540	1	1419540	-0.19198325593782
1_1420066	1	1420066	-0.413576563111346
1_1420173	1	1420173	-0.0230734709522012
1_1420283	1	1420283	0.0578406364689754
1_1420931	1	1420931	-0.0400222978931409
1_1426164	1	1426164	0.180087662766812
1_1426253	1	1426253	0.284064217621605
1_1426316	1	1426316	0.0434542237636736
1_1426353	1	1426353	0.0850574365221993
1_1434873	1	1434873	0.0673009657180414
1_1434897	1	1434897	0.121832193162222
1_1434899	1	1434899	0.154012598911372
1_1436888	1	1436888	0.0218883033578567
1_1436889	1	1436889	0.0580971383882019
1_1437061	1	1437061	0.0776715027876162
1_1437288	1	1437288	0.167748871383377
1_1439581	1	1439581	0.161735767576091
1_1439682	1	1439682	-0.125243921589855
1_1439715	1	1439715	0.118544395299294
1_1452367	1	1452367	0.231063228011863
1_1455506	1	1455506	0.188192712403867
1_1455812	1	1455812	-0.45809977692122
1_1455828	1	1455828	-0.307540100345839
1_1457141	1	1457141	0.00128848433907639
1_1457142	1	1457142	-0.0321345171983739
1_1460831	1	1460831	0.178684735212524
1_1460864	1	1460864	0.309671417440411
1_1468408	1	1468408	-0.392555037402648
1_1468434	1	1468434	-0.305916357866175
1_1477343	1	1477343	-0.0308091197318063
1_1478568	1	1478568	0.359317241917223
1_1485152	1	1485152	0.247827412244261
1_1485808	1	1485808	-0.219065943946376
1_1487887	1	1487887	-0.0785058617631027
1_1489782	1	1489782	-0.167210087034583
1_1490287	1	1490287	-0.023634067439103
1_1490346	1	1490346	0.0317790528795038
1_1490373	1	1490373	0.251140146285097
1_1495604	1	1495604	-0.0785058617631027
1_1495695	1	1495695	0.0521523292835922
1_1495725	1	1495725	0.199113042292712
1_1495783	1	1495783	0.179925096420267
1_1495793	1	1495793	0.319688127352327
1_1512312	1	1512312	-1.23880216200764
1_1523889	1	1523889	0.0169851060275622
1_1533961	1	1533961	0.234652023496527
1_1535427	1	1535427	-0.113271279923779
1_1535428	1	1535428	-0.128221621389751
1_1544894	1	1544894	-0.113271279923779
1_1599902	1	1599902	0.22233175186066
1_1615755	1	1615755	-0.0328978634597592
1_1615856	1	1615856	0.0322695628915738
1_1615869	1	1615869	0.0299857710564531
1_1616572	1	1616572	-0.0201618755322979
1_1623412	1	1623412	-0.0739583558989533
1_1623829	1	1623829	0.120218850295999
1_1623847	1	1623847	0.00376814126644
1_1625566	1	1625566	-0.342753126046547
1_1627150	1	1627150	-0.16006549140272
1_1627322	1	1627322	0.333244450828233
1_1629261	1	1629261	0.154661925322854
1_1630322	1	1630322	0.00871924445483096
1_1632438	1	1632438	-0.15469120730376
1_1636993	1	1636993	0.212603999480246
1_1637828	1	1637828	0.432469910999658
1_1665856	1	1665856	0.121193973713244
1_1669706	1	1669706	-0.124859254198991
1_1704310	1	1704310	0.105563321999479
1_1719368	1	1719368	-0.307540100345839
1_1732521	1	1732521	-0.169854808290147
1_1752910	1	1752910	-0.0509870016694366
1_1754628	1	1754628	0.276962828354492
1_1754642	1	1754642	0.373843897399232
1_1757280	1	1757280	0.335486837199066
1_1759105	1	1759105	0.329246955777172
1_1762005	1	1762005	0.121193973713244
1_1815818	1	1815818	-0.0898123070997904
1_1891375	1	1891375	-0.187271861367556
1_1915326	1	1915326	0.0142787697967315
1_1916540	1	1916540	0.185252210628639
1_1916792	1	1916792	-0.0647727622325893
1_1918513	1	1918513	0.268157826712245
1_1923136	1	1923136	-0.13263660479071
1_1923140	1	1923140	-0.0936424731748467
1_1923904	1	1923904	0.0521523292835922
1_1924451	1	1924451	-0.257661189258954
1_1926326	1	1926326	-0.13418026968676
1_1926457	1	1926457	-0.330082668996928
1_1926661	1	1926661	0.274999309792279
1_1926722	1	1926722	0.357358545318382
1_1942086	1	1942086	0.138267487072185
1_1944420	1	1944420	-0.0772020252162576
1_1956754	1	1956754	-0.0225058160005971
1_1964940	1	1964940	0.20391889595692
1_1966450	1	1966450	0.0189765183746605
1_1966521	1	1966521	0.139847657044932
1_1968644	1	1968644	-0.439499512244767
1_1968772	1	1968772	-0.126095320281363
1_1970690	1	1970690	-0.206380684315261
1_1970786	1	1970786	-0.0767454038986654
1_1972962	1	1972962	-0.204694307687374
1_1974028	1	1974028	0.051787966346717
1_1985090	1	1985090	-0.0251403696451142
1_2023748	1	2023748	0.231557217073662
1_2024324	1	2024324	0.312993474778319
1_2024503	1	2024503	0.191583301604642
1_2024579	1	2024579	-0.175332248056031
1_2025598	1	2025598	-0.100095891176046
1_2025673	1	2025673	-0.044229635494128
1_2029235	1	2029235	-0.191273791925053
1_2029675	1	2029675	-0.0779382068114987
1_2030027	1	2030027	-0.113271279923779
1_2056554	1	2056554	-0.0983209384578077
1_2059575	1	2059575	-0.0990574207040785
1_2074688	1	2074688	0.0101111355815027
1_2169339	1	2169339	-0.211835114407369
1_2169401	1	2169401	-0.0549726393591122
1_2169539	1	2169539	0.10032419317551
1_2169545	1	2169545	0.0870273705620521
1_2180521	1	2180521	0.0874260703133495
1_2181939	1	2181939	-0.139266488456724
1_2182126	1	2182126	0.0623002846596751
1_2182337	1	2182337	-0.205529787775768
1_2182380	1	2182380	-0.187271861367556
1_2182443	1	2182443	0.0160117370211872
1_2182461	1	2182461	-0.0159740785688646
1_2182465	1	2182465	-0.0708360136033826
1_2190570	1	2190570	0.088362581245871
1_2198019	1	2198019	-0.312051144038277
1_2201209	1	2201209	-0.30054984811636
1_2229237	1	2229237	0.159747214482636
1_2240778	1	2240778	0.233379244374814
1_2303882	1	2303882	-0.199427923673494
1_2303939	1	2303939	-0.217968658590472
1_2304552	1	2304552	-0.313208850432531
1_2306103	1	2306103	0.186289001935128
1_2321534	1	2321534	0.0109081312969506
1_2332683	1	2332683	0.313738861021141
1_2332752	1	2332752	0.245809813381049
1_2358704	1	2358704	-0.0994654803987489
1_2379143	1	2379143	0.226578722960845
1_2403103	1	2403103	0.134656233519806
1_2405080	1	2405080	0.436067311066656
1_2406784	1	2406784	0.401301892905979
1_2406885	1	2406885	0.149763125910015
1_2408773	1	2408773	0.0664347423111186
1_2412497	1	2412497	0.428438022843493
1_2427689	1	2427689	0.0618154266343119
1_2430360	1	2430360	-0.273735952117026
1_2430393	1	2430393	0.0486961997396137
1_2489840	1	2489840	0.208656814963583
1_2491211	1	2491211	0.129089557645265
1_2494907	1	2494907	0.0780273723111001
1_2496979	1	2496979	0.00646796435031624
1_2499031	1	2499031	-0.0995312232974769
1_2499660	1	2499660	0.372155547246462
1_2502162	1	2502162	-0.00830172032223678
1_2502203	1	2502203	-0.0617409792836972
1_2502535	1	2502535	0.0218883033578567
1_2502732	1	2502732	-0.177976969311595
1_2504255	1	2504255	-0.225746009182192
1_2504662	1	2504662	-0.0278797886931346
1_2504832	1	2504832	0.306105155079402
1_2504866	1	2504866	0.334187697047442
1_2520751	1	2520751	0.410290676133234
1_2520882	1	2520882	0.0566537215185331
1_2521922	1	2521922	-0.00635607600726753
1_2526571	1	2526571	-0.0331009312397959
1_2529533	1	2529533	0.116596261974815
1_2529549	1	2529549	0.0843286799613813
1_2529768	1	2529768	-0.0406675309669395
1_2529825	1	2529825	0.211079477230439
1_2530132	1	2530132	-0.475841359308488
1_2556673	1	2556673	0.225817366121766
1_2559170	1	2559170	0.423482127754757
1_2559173	1	2559173	0.451791663359672
1_2559459	1	2559459	-0.0512103117915277
1_2559483	1	2559483	0.152622780049255
1_2559621	1	2559621	-0.098624503959378
1_2559632	1	2559632	-0.00223996753503535
1_2559902	1	2559902	-0.304093622259357
1_2588536	1	2588536	-0.0523890377767569
1_2591576	1	2591576	0.157180597472497
1_2591973	1	2591973	-0.0528986619442975
1_2592689	1	2592689	0.132485134478179
1_2593833	1	2593833	-0.0706269425152856
1_2596033	1	2596033	0.0665497576610331
1_2596615	1	2596615	0.494848941784629
1_2606261	1	2606261	0.106694404018129
1_2609829	1	2609829	-0.024734605322122
1_2609830	1	2609830	-0.0957838531949383
1_2644433	1	2644433	0.314822372180511
1_2783654	1	2783654	0.0994580440619487
1_2785877	1	2785877	-0.0288790926334067
1_2787490	1	2787490	0.571226894348291
1_2789597	1	2789597	-0.484253599124688
1_2800342	1	2800342	-0.0841249342642628
1_2800478	1	2800478	-0.221524170575803
1_2800484	1	2800484	-0.238802162007638
1_2800545	1	2800545	-0.130549271355615
1_2800790	1	2800790	-0.113271279923779
1_3021701	1	3021701	0.226957631706527
1_3021858	1	3021858	0.208656814963583
1_3021860	1	3021860	0.197930408370525
1_3022005	1	3022005	-0.220186483840291
1_3022574	1	3022574	-0.12806828185186
1_3186480	1	3186480	0.28265739640736
1_3385157	1	3385157	0.251725536855469
1_3386696	1	3386696	-0.252434027595405
1_3396544	1	3396544	-0.113271279923779
1_3405509	1	3405509	-0.180385475782316
1_3411623	1	3411623	0.471691220797377
1_3411715	1	3411715	0.106694404018129
1_3411881	1	3411881	0.104908890125754
1_3412576	1	3412576	0.0999727591984832
1_3412736	1	3412736	-0.312051144038277
1_3425743	1	3425743	0.0961820857051705
1_3426071	1	3426071	-0.331694799057282
1_3426095	1	3426095	-0.414440814644344
1_3430956	1	3430956	0.176235337271206
1_3431048	1	3431048	0.399798302315591
1_3432131	1	3432131	0.156817883443965
1_3463266	1	3463266	0.21092698858841
1_3463493	1	3463493	-0.068532965158495
1_3469503	1	3469503	-0.0201618755322979
1_3471739	1	3471739	-0.218881467884378
1_3473444	1	3473444	0.00741020249868378
1_3477892	1	3477892	-0.152441877204457
1_3478424	1	3478424	-0.228748497343715
1_3478612	1	3478612	0.0122596021600794
1_3479532	1	3479532	-0.0455266732879451
1_3480485	1	3480485	-0.0127444039698149
1_3492645	1	3492645	-0.0455266732879451
1_3492682	1	3492682	-0.20417977612199
1_3492708	1	3492708	-0.204901755389348
1_3493846	1	3493846	0.259537983965767
1_3494017	1	3494017	-0.126327432749226
1_3494371	1	3494371	-0.024734605322122
1_3495901	1	3495901	0.0353728014313558
1_3495957	1	3495957	-0.0820203459393395
1_3496003	1	3496003	-0.0688771605653259
1_3497541	1	3497541	-0.227091179480941
1_3499682	1	3499682	0.0855085841907181
1_3499709	1	3499709	0.120401066278671
1_3499885	1	3499885	-0.138145948562809
1_3501081	1	3501081	-0.0045650204812794
1_3501198	1	3501198	0.301766219355064
1_3505283	1	3505283	-0.0767454038986654
1_3505549	1	3505549	0.0410568664675143
1_3508619	1	3508619	-0.00635607600726753
1_3510787	1	3510787	-0.444477188399152
1_3514574	1	3514574	0.166836639268956
1_3514671	1	3514671	-0.113271279923779
1_3515498	1	3515498	0.0849548302819163
1_3524189	1	3524189	-0.305916357866175
1_3547098	1	3547098	-0.0435623081123748
1_3595444	1	3595444	-0.129212823792801
1_3602546	1	3602546	-0.242554296868746
1_3631426	1	3631426	-0.0957838531949383
1_3722203	1	3722203	0.0566537215185331
1_3727147	1	3727147	0.0502274523591003
1_3752608	1	3752608	-0.00893462010904375
1_3752637	1	3752637	-0.10177564108595
1_3752792	1	3752792	0.134656233519806
1_3755518	1	3755518	-0.140492748658804
1_3756820	1	3756820	0.121193973713244
1_3761290	1	3761290	0.417243436775001
1_3761369	1	3761369	0.199516161107114
1_3762639	1	3762639	-0.12806828185186
1_3763322	1	3763322	0.344934078511438
1_3763538	1	3763538	-0.31490514109343
1_3763769	1	3763769	0.183345726434395
1_3767350	1	3767350	-0.305916357866175
1_3769851	1	3769851	0.14611534889487
1_3771308	1	3771308	-0.362885169995251
1_3782760	1	3782760	-0.00223996753503535
1_3786945	1	3786945	0.364776016880865
1_3787134	1	3787134	-0.0879601913945919
1_3795946	1	3795946	0.0477911528087369
1_3815395	1	3815395	-0.00808904323172285
1_3815444	1	3815444	0.115862719291724
1_3823504	1	3823504	0.180087662766812
1_3829360	1	3829360	-0.0352687679225062
1_3829920	1	3829920	-0.34647045621681
1_3833933	1	3833933	-0.0357925272460619
1_3835070	1	3835070	-0.0994654803987489
1_3836504	1	3836504	-0.167719063946156
1_3839111	1	3839111	0.342793487615119
1_3839662	1	3839662	0.163382735199142
1_3839755	1	3839755	-0.148036698084456
1_3847485	1	3847485	-0.125762224106976
1_3851795	1	3851795	-0.277658097824662
1_3883554	1	3883554	-0.0714511042291524
1_3883678	1	3883678	0.0660524195207824
1_3889984	1	3889984	0.0321591595977844
1_3890824	1	3890824	0.623694314242427
1_3890943	1	3890943	0.154209030941207
1_3891029	1	3891029	0.199113042292712
1_3891765	1	3891765	-0.0832140460675995
1_4711993	1	4711993	-0.0392706984800026
1_5863309	1	5863309	0.355498203292854
1_5864423	1	5864423	0.0711532912136481
1_5864440	1	5864440	0.149763125910015
1_5866447	1	5866447	-0.17628107744958
1_5875036	1	5875036	-0.240506468219887
1_5875098	1	5875098	-0.255290284796207
1_5877102	1	5877102	-0.151073312636164
1_5880206	1	5880206	-0.00555746262352614
1_5890953	1	5890953	0.00106139555521537
1_5904731	1	5904731	-0.0479798196720601
1_5905324	1	5905324	0.0077441210375865
1_5905764	1	5905764	0.0648210423899315
1_5909185	1	5909185	0.146880617376893
1_5948118	1	5948118	-0.141560324355203
1_5978411	1	5978411	0.0348273590653544
1_6073370	1	6073370	0.197068840688371
1_6082248	1	6082248	-0.0643616794428329
1_6082379	1	6082379	-0.262648903962006
1_6085742	1	6085742	0.0997224434104192
1_6085837	1	6085837	-0.194801165420378
1_6085846	1	6085846	-0.196687288111417
1_6085878	1	6085878	-0.227603955402774
1_6085974	1	6085974	-0.0278797886931346
1_6086245	1	6086245	0.279046142854981
1_6088993	1	6088993	-0.26854950540169
1_6098502	1	6098502	0.142742698232242
1_6099890	1	6099890	-0.220851167123594
1_6099973	1	6099973	-0.463768527007913
1_6109928	1	6109928	-0.164496603278952
1_6124032	1	6124032	-0.0875081838586975
1_6125548	1	6125548	-0.0810908741746296
1_6130155	1	6130155	0.164023819035184
1_6130255	1	6130255	0.115429393880892
1_6136809	1	6136809	0.0122596021600794
1_6149303	1	6149303	0.0834206310813183
1_6152418	1	6152418	0.025705133225031
1_6152469	1	6152469	0.162363162689648
1_6207418	1	6207418	0.0640332518841304
1_6208898	1	6208898	0.081231744239199
1_6208934	1	6208934	-0.0194043564595571
1_6208961	1	6208961	-0.0450997772822001
1_6209280	1	6209280	0.17118210954492
1_6210409	1	6210409	-0.12806828185186
1_6211065	1	6211065	0.173349946227631
1_6212018	1	6212018	-0.08010441598858
1_6212030	1	6212030	0.0748010682287927
1_6213147	1	6213147	0.439982361070039
1_6218354	1	6218354	0.236915075005097
1_6225119	1	6225119	0.149763125910015
1_6235898	1	6235898	0.149763125910015
1_6244394	1	6244394	0.123026743437887
1_6245232	1	6245232	0.0768316034561634
1_6250433	1	6250433	0.176235337271206
1_6250614	1	6250614	0.127736819580016
1_6254623	1	6254623	0.245522108715445
1_6294955	1	6294955	0.489393222530836
1_6339467	1	6339467	0.14611534889487
1_6349836	1	6349836	-0.198160177510292
1_6425205	1	6425205	0.246904284320546
1_6440652	1	6440652	0.245522108715445
1_6441049	1	6441049	0.374829681544788
1_6445735	1	6445735	-0.137933334158048
1_6447451	1	6447451	0.109121141412669
1_6448769	1	6448769	0.105500825733972
1_6448885	1	6448885	-0.0907872657724003
1_6449070	1	6449070	0.0969464274665665
1_6452055	1	6452055	-0.160889300156519
1_6454481	1	6454481	0.184633585757067
1_6461443	1	6461443	-0.308527571322713
1_6462158	1	6462158	0.291985198562479
1_6462984	1	6462984	0.153420149518104
1_6463050	1	6463050	0.0889714417912613
1_6464643	1	6464643	0.0304641975376702
1_6468242	1	6468242	-0.100560228174225
1_6468255	1	6468255	-0.165738699817915
1_6468378	1	6468378	0.0647270220542153
1_6468505	1	6468505	0.196583982663008
1_6469128	1	6469128	0.00049759503379506
1_6469143	1	6469143	0.0972024514319037
1_6473275	1	6473275	0.382423882700289
1_6473333	1	6473333	0.305041351387926
1_6474072	1	6474072	0.593436493149746
1_6474109	1	6474109	0.381936568039048
1_6474583	1	6474583	0.142383595544417
1_6475089	1	6475089	-0.00176296470678908
1_6475992	1	6475992	0.259205757127019
1_6476016	1	6476016	0.088362581245871
1_6506029	1	6506029	0.313543387131418
1_6506064	1	6506064	0.389229060605404
1_6506148	1	6506148	0.55810597261485
1_6550472	1	6550472	0.0793737980186164
1_6554475	1	6554475	-0.31490514109343
1_6555384	1	6555384	-0.590593057456966
1_6555409	1	6555409	-0.400847870020365
1_6571046	1	6571046	-0.182312924353431
1_6571204	1	6571204	0.0213782467710024
1_6574642	1	6574642	-0.25344893797204
1_6575249	1	6575249	-0.0308091197318063
1_6578719	1	6578719	0.156817883443965
1_6579332	1	6579332	0.114534637599033
1_6579376	1	6579376	0.291570452249176
1_6581000	1	6581000	0.109121141412669
1_6593421	1	6593421	0.0666378100911552
1_6633012	1	6633012	-0.139266488456724
1_6633037	1	6633037	-0.065442754833164
1_6634039	1	6634039	0.421065147727409
1_6634059	1	6634059	0.235456874307298
1_6635690	1	6635690	-0.148460708386079
1_6636172	1	6636172	0.0579153700824443
1_6638330	1	6638330	-0.170756774584539
1_6644575	1	6644575	-0.113271279923779
1_6645814	1	6645814	0.00702295379393227
1_6645884	1	6645884	0.00220593749615662
1_6651086	1	6651086	0.384979587604046
1_6825174	1	6825174	-0.080849802231402
1_7370160	1	7370160	0.090869436856446
1_7370205	1	7370205	0.0502274523591003
1_7621940	1	7621940	0.0636064821602997
1_7663474	1	7663474	0.518084126281828
1_7663528	1	7663528	0.0641249709496681
1_7664502	1	7664502	-0.341895654971742
1_7664637	1	7664637	0.0258914677478463
1_7664737	1	7664737	-0.113271279923779
1_7670988	1	7670988	0.251493012873841
1_7732460	1	7732460	-0.155091455618406
1_7737485	1	7737485	-0.248200860009888
1_7738425	1	7738425	0.143068473336006
1_7778168	1	7778168	0.0821244090346511
1_7809988	1	7809988	0.0768316034561634
1_7810546	1	7810546	-0.0785058617631027
1_7819317	1	7819317	0.00566979279972817
1_7826538	1	7826538	0.568552760049966
1_7826690	1	7826690	0.504112698489754
1_7827439	1	7827439	0.00137128601734321
1_7827501	1	7827501	0.088362581245871
1_7827519	1	7827519	-0.0357925272460619
1_7827709	1	7827709	-0.189622166053894
1_7829881	1	7829881	-0.188372735164498
1_7829887	1	7829887	-0.103075512817891
1_7829993	1	7829993	-0.602656120662705
1_7830004	1	7830004	-0.475841359308488
1_7830049	1	7830049	-0.387633691559086
1_7842655	1	7842655	0.143365354711864
1_7842676	1	7842676	0.0543286685722893
1_7846697	1	7846697	0.162363162689648
1_7852915	1	7852915	0.55658011838389
1_7852944	1	7852944	0.372155547246462
1_7935030	1	7935030	0.0822795291940275
1_7939911	1	7939911	0.188912879665168
1_8013850	1	8013850	-0.0795881536674908
1_8013869	1	8013869	0.0339546732593988
1_8013883	1	8013883	0.0706915549188155
1_8014274	1	8014274	0.005048687264982
1_8330435	1	8330435	0.23857239286787
1_8330720	1	8330720	-0.113271279923779
1_8330828	1	8330828	-0.0722440116637247
1_8335614	1	8335614	0.399377015981487
1_8339614	1	8339614	0.00578139171998388
1_8343775	1	8343775	0.157180597472497
1_8343908	1	8343908	0.0687265538191081
1_8355558	1	8355558	0.174709483040245
1_8358650	1	8358650	0.265240343329951
1_8358860	1	8358860	0.138915743673022
1_8359794	1	8359794	-0.176929917146097
1_8360375	1	8360375	0.359481717211352
1_8360443	1	8360443	-0.636833235980792
1_8360492	1	8360492	-0.368528335165854
1_8360503	1	8360503	-0.231915776422398
1_8360612	1	8360612	-0.0667286939867491
1_8361083	1	8361083	-0.0440086174866655
1_8361126	1	8361126	-0.0302155401962207
