	Chromosome	Position	76B_CM-_vs_76B_PBMC.tumour
1_1232800	1	1232800	-0.60156226857156
1_1242506	1	1242506	-0.630617427779749
1_1242516	1	1242516	-0.598081699836598
1_1242601	1	1242601	-0.337658507459342
1_1242864	1	1242864	-0.396447838666947
1_1242871	1	1242871	-0.367778495835678
1_1242875	1	1242875	-0.269094220976271
1_1242886	1	1242886	-0.190746607899105
1_1243468	1	1243468	-0.217477697621628
1_1244420	1	1244420	0.0493161762441593
1_1246651	1	1246651	-0.441962497919316
1_1255392	1	1255392	-0.0383791515171802
1_1262318	1	1262318	-0.168397424593353
1_1266173	1	1266173	-0.475476084832218
1_1266225	1	1266225	-0.197376491565119
1_1284021	1	1284021	-0.374914677117306
1_1285442	1	1285442	0.000887658878437361
1_1285529	1	1285529	-0.121340600532579
1_1285594	1	1285594	0.0997468048479561
1_1286150	1	1286150	-0.231817136894148
1_1286952	1	1286952	-0.385863088025782
1_1287578	1	1287578	-0.759702795843245
1_1287983	1	1287983	-0.168527285977021
1_1288005	1	1288005	-0.241473178690607
1_1290683	1	1290683	-0.604043258075315
1_1290687	1	1290687	-0.604043258075315
1_1291289	1	1291289	-0.349653627188006
1_1291310	1	1291310	-0.548450932111997
1_1291396	1	1291396	-0.56637284010926
1_1294498	1	1294498	-0.232485515428637
1_1296589	1	1296589	-0.343205817389968
1_1309258	1	1309258	-0.522624944744092
1_1310642	1	1310642	-0.536378099811422
1_1310993	1	1310993	0.163568304923978
1_1311058	1	1311058	-0.122882765340984
1_1311467	1	1311467	-0.264409525428704
1_1311527	1	1311527	-0.0613584957043465
1_1311620	1	1311620	-0.217477697621628
1_1312114	1	1312114	-0.177571219151372
1_1313527	1	1313527	-0.34582176559698
1_1313807	1	1313807	-0.213201458726801
1_1315577	1	1315577	-0.894474702616823
1_1319056	1	1319056	0.0563200496893389
1_1319063	1	1319063	0.0531055423124005
1_1327457	1	1327457	-0.124075568253818
1_1327560	1	1327560	-0.0662992369746169
1_1327577	1	1327577	-0.0338777592822393
1_1327705	1	1327705	-0.319279978144488
1_1331666	1	1331666	-0.382400064181315
1_1332116	1	1332116	-0.666145974781752
1_1332124	1	1332124	-0.573752370474857
1_1332226	1	1332226	-0.396447838666947
1_1332271	1	1332271	-0.537920264619828
1_1332677	1	1332677	-0.24889065025309
1_1333466	1	1333466	-0.538986952314181
1_1334123	1	1334123	-0.245622936419179
1_1334174	1	1334174	-0.237750092647889
1_1334422	1	1334422	-0.377832160499601
1_1336134	1	1336134	-0.997351883257125
1_1336134.1	1	1336134	-0.997351883257125
1_1336256	1	1336256	-0.349233200246116
1_1336473	1	1336473	-0.71837593355431
1_1338022	1	1338022	-0.475104782541946
1_1339592	1	1339592	-0.224561320891349
1_1340503	1	1340503	-0.240328636749666
1_1342153	1	1342153	-0.490832647627324
1_1353897	1	1353897	-0.73813918837574
1_1354066	1	1354066	-0.841232681339844
1_1355028	1	1355028	-0.404335748097261
1_1387355	1	1387355	-0.0768299044667863
1_1393431	1	1393431	0.0143774093249818
1_1399095	1	1399095	-0.461298983016915
1_1405744	1	1405744	-0.28341992878792
1_1405858	1	1405858	-0.00691071168196986
1_1419135	1	1419135	-0.0695016690129606
1_1419136	1	1419136	-0.115671850445887
1_1419158	1	1419158	-0.214943318329752
1_1419399	1	1419399	-0.21421937666989
1_1419540	1	1419540	-0.90834687719838
1_1420066	1	1420066	-0.495104891581151
1_1420173	1	1420173	-0.33986431030058
1_1420283	1	1420283	-0.375983736107232
1_1420931	1	1420931	-0.302366595208141
1_1426164	1	1426164	-0.592845051470451
1_1426253	1	1426253	-0.0613584957043465
1_1426316	1	1426316	0.0666491166717251
1_1426353	1	1426353	-0.203802760724552
1_1434873	1	1434873	-0.502647242498873
1_1434897	1	1434897	-0.332931387917015
1_1434899	1	1434899	-0.316811722553738
1_1436888	1	1436888	-0.550668757361816
1_1436889	1	1436889	-0.53770349727799
1_1437061	1	1437061	-0.244444745221898
1_1437288	1	1437288	-0.0904612876486068
1_1439581	1	1439581	0.225040538079323
1_1439682	1	1439682	-0.0869890957418018
1_1439715	1	1439715	-0.177330549363361
1_1452367	1	1452367	-0.737234960805626
1_1455506	1	1455506	-0.536378099811422
1_1455812	1	1455812	-0.170482687524525
1_1455828	1	1455828	-0.203802760724552
1_1457141	1	1457141	-0.555646433516202
1_1457142	1	1457142	-0.533951362416883
1_1460831	1	1460831	-0.0102652020602889
1_1460864	1	1460864	-0.133413432833154
1_1468408	1	1468408	-0.396447838666947
1_1468434	1	1468434	-0.28084379648838
1_1477343	1	1477343	-0.156805281187382
1_1478568	1	1478568	-0.272664618869356
1_1485152	1	1485152	-0.940768354890758
1_1485808	1	1485808	-0.0282311961410972
1_1487887	1	1487887	-0.0161757575487803
1_1489782	1	1489782	-0.217477697621628
1_1490287	1	1490287	-0.589693914343879
1_1490346	1	1490346	-0.375983736107232
1_1490373	1	1490373	-0.384375006366373
1_1495604	1	1495604	-0.203802760724552
1_1495695	1	1495695	-0.054939374810069
1_1495725	1	1495725	-0.0394159428236693
1_1495783	1	1495783	0.211234738554292
1_1495793	1	1495793	0.154388878149582
1_1512312	1	1512312	-0.818149068226802
1_1523889	1	1523889	-0.618840260003396
1_1533961	1	1533961	-0.551726064144858
1_1535427	1	1535427	-0.0845038323522073
1_1535428	1	1535428	-0.0451050147054935
1_1544894	1	1544894	-0.104267087173637
1_1599902	1	1599902	-0.433808366170875
1_1615755	1	1615755	-0.546854147177668
1_1615856	1	1615856	-0.587476089094061
1_1615869	1	1615869	-0.54311293384015
1_1616572	1	1616572	-0.25442883379452
1_1623412	1	1623412	-0.460410897398913
1_1623829	1	1623829	-0.195628829278852
1_1623847	1	1623847	-0.111236641988479
1_1625566	1	1625566	-0.726900005860848
1_1627150	1	1627150	-0.37091274655981
1_1627322	1	1627322	-0.382140001983064
1_1629261	1	1629261	-0.444161728590449
1_1630322	1	1630322	-0.172775865103927
1_1632438	1	1632438	-0.261683676805052
1_1636993	1	1636993	-0.539984839292156
1_1637828	1	1637828	-0.324096994442264
1_1665856	1	1665856	-0.0377928092856226
1_1669706	1	1669706	-0.291675516749886
1_1704310	1	1704310	-0.333438041141147
1_1719368	1	1719368	-0.263256610934794
1_1732521	1	1732521	-0.940768354890758
1_1752910	1	1752910	0.14509238176308
1_1754628	1	1754628	-0.331810373100623
1_1754642	1	1754642	-0.298849969357526
1_1757280	1	1757280	-0.219744304593573
1_1759105	1	1759105	0.0847667372163798
1_1762005	1	1762005	0.0212637949102217
1_1815818	1	1815818	-0.0875157228843125
1_1891375	1	1891375	-0.815237472806899
1_1915326	1	1915326	-0.203802760724552
1_1916540	1	1916540	-0.645807307603665
1_1916792	1	1916792	-0.694789113236694
1_1918513	1	1918513	-0.0765220966907329
1_1923136	1	1923136	-0.21445000492406
1_1923140	1	1923140	-0.333438041141147
1_1923904	1	1923904	-0.0111576827821558
1_1924451	1	1924451	-0.326659508510085
1_1926326	1	1926326	-0.343980418772812
1_1926457	1	1926457	-0.395065284616829
1_1926661	1	1926661	-0.58036611218876
1_1926722	1	1926722	-0.172438589815217
1_1942086	1	1942086	-0.1464695856586
1_1944420	1	1944420	0.0490836897331593
1_1956754	1	1956754	-1.18915598476015
1_1964940	1	1964940	-0.71837593355431
1_1966450	1	1966450	-0.257440724326625
1_1966521	1	1966521	-0.109165886586477
1_1968644	1	1968644	-0.213201458726801
1_1968772	1	1968772	-0.101781823784043
1_1970690	1	1970690	-0.540837748002122
1_1970786	1	1970786	-0.670679191523014
1_1972962	1	1972962	-0.400660089953862
1_1974028	1	1974028	-0.296912165116033
1_1985090	1	1985090	-0.273928847115194
1_2023748	1	2023748	-0.37220029242027
1_2024324	1	2024324	-0.0574132737430285
1_2024503	1	2024503	-0.0147689363345346
1_2024579	1	2024579	-0.376639357586767
1_2025598	1	2025598	-0.322122727913313
1_2025673	1	2025673	-0.196607259320348
1_2029235	1	2029235	-0.272515510808566
1_2029675	1	2029675	-0.607699702398195
1_2030027	1	2030027	-0.44600366314118
1_2056554	1	2056554	-0.594592713756718
1_2059575	1	2059575	-0.147768725810224
1_2074688	1	2074688	0.0427435223206731
1_2169339	1	2169339	-0.400660089953862
1_2169401	1	2169401	-0.544839678559619
1_2169539	1	2169539	-0.0157304125719798
1_2169545	1	2169545	0.110512150052935
1_2180521	1	2180521	0.104050148951088
1_2181939	1	2181939	-0.18915598476015
1_2182126	1	2182126	-0.00740554792104829
1_2182337	1	2182337	-0.402348440106632
1_2182380	1	2182380	-0.417206398833745
1_2182443	1	2182443	-0.33427269261996
1_2182461	1	2182461	-0.39952723159892
1_2182465	1	2182465	-0.405436621894202
1_2190570	1	2190570	-0.466837166558345
1_2198019	1	2198019	-0.493309377919537
1_2201209	1	2201209	-0.426195182061
1_2229237	1	2229237	-0.101441043094874
1_2240778	1	2240778	-0.137713570266779
1_2303882	1	2303882	-0.618840260003396
1_2303882.1	1	2303882	-0.618840260003396
1_2303939	1	2303939	-0.603072944145079
1_2304552	1	2304552	-0.245025423451065
1_2304552.1	1	2304552	-0.245025423451065
1_2306103	1	2306103	0.101051820803869
1_2321534	1	2321534	-0.0173896364936704
1_2332683	1	2332683	-0.0131191991154418
1_2332752	1	2332752	-0.355805854169602
1_2358704	1	2358704	-0.0594128513893769
1_2379143	1	2379143	0.301725272502199
1_2403103	1	2403103	-0.0883255433046157
1_2405080	1	2405080	-0.618840260003396
1_2405080.1	1	2405080	-0.618840260003396
1_2405080.2	1	2405080	-0.618840260003396
1_2405080.3	1	2405080	-0.618840260003396
1_2406784	1	2406784	-0.281805272725825
1_2406885	1	2406885	-0.350907054756762
1_2408773	1	2408773	-0.098008096701955
1_2412497	1	2412497	-0.141261294655839
1_2427689	1	2427689	-0.133413432833154
1_2430360	1	2430360	0.0874285369398942
1_2430393	1	2430393	-0.15227246008447
1_2489840	1	2489840	0.347992876061405
1_2491211	1	2491211	0.00264811674287491
1_2494907	1	2494907	-0.167144290145704
1_2496979	1	2496979	-0.0883255433046157
1_2499031	1	2499031	-0.489002822360814
1_2499660	1	2499660	-0.278500128002153
1_2502162	1	2502162	-0.0909087043186183
1_2502203	1	2502203	-0.0387435144540553
1_2502535	1	2502535	0.186343563012582
1_2502732	1	2502732	-0.355805854169602
1_2504255	1	2504255	0.0964302630634916
1_2504662	1	2504662	0.0459755484069754
1_2504832	1	2504832	-0.127853907491253
1_2504866	1	2504866	-0.0276458055707248
1_2520751	1	2520751	-0.0782718786406928
1_2520882	1	2520882	-0.300870178684716
1_2521922	1	2521922	0.110512150052935
1_2526571	1	2526571	-0.549577597566282
1_2529533	1	2529533	-0.282972974158159
1_2529549	1	2529549	-0.389358413880628
1_2529768	1	2529768	-0.491834983268076
1_2529825	1	2529825	-0.474930848604682
1_2530132	1	2530132	-0.347166935895729
1_2556673	1	2556673	-0.130093074541542
1_2559170	1	2559170	-0.747164356978935
1_2559173	1	2559173	-0.811485337945791
1_2559459	1	2559459	-0.196149188181116
1_2559483	1	2559483	-0.0722058779413388
1_2559621	1	2559621	-0.396447838666947
1_2559632	1	2559632	-0.360772107062951
1_2559902	1	2559902	-0.29374488603735
1_2588536	1	2588536	-0.29400056969613
1_2591576	1	2591576	-0.0501795716113397
1_2591973	1	2591973	-0.0695016690129606
1_2592689	1	2592689	0.179525878826954
1_2593833	1	2593833	-0.245622936419179
1_2596033	1	2596033	-0.209877275134236
1_2596615	1	2596615	-0.0134715486204023
1_2606261	1	2606261	-0.151061298652578
1_2609829	1	2609829	-0.125800248723279
1_2609830	1	2609830	-0.321454349378825
1_2644433	1	2644433	-0.281805272725825
1_2783654	1	2783654	-0.52420338586532
1_2785877	1	2785877	-0.466837166558345
1_2787490	1	2787490	0.136047242160073
1_2789597	1	2789597	-0.450085802269021
1_2800342	1	2800342	-0.0662992369746169
1_2800478	1	2800478	-0.0517996672795018
1_2800484	1	2800484	-0.141261294655839
1_2800545	1	2800545	-0.233550104118604
1_2800790	1	2800790	-0.777269622607878
1_3021701	1	3021701	0.149834193890149
1_3021858	1	3021858	-0.133413432833154
1_3021860	1	3021860	-0.123312842864184
1_3022005	1	3022005	-0.0859662704306934
1_3022574	1	3022574	-0.400660089953862
1_3186480	1	3186480	-0.65536613602851
1_3186480.1	1	3186480	-0.65536613602851
1_3385157	1	3385157	-0.355805854169602
1_3386696	1	3386696	-0.375569108991032
1_3396544	1	3396544	0.010791290051489
1_3405509	1	3405509	-0.212215000540752
1_3411623	1	3411623	-0.165328612909916
1_3411715	1	3411715	-0.281805272725825
1_3411881	1	3411881	-0.0446041658752977
1_3412576	1	3412576	-0.0752185546631389
1_3412736	1	3412736	-0.394408693393349
1_3425743	1	3425743	0.0378579943166752
1_3426071	1	3426071	-0.0752185546631389
1_3426095	1	3426095	-0.177134810262472
1_3430956	1	3430956	-0.209449323865694
1_3431048	1	3431048	-0.198264577183122
1_3432131	1	3432131	-0.289532634750436
1_3463266	1	3463266	-0.457376837309279
1_3463493	1	3463493	-0.406110936017667
1_3469503	1	3469503	0.0847667372163798
1_3471739	1	3471739	-0.0854080599223214
1_3473444	1	3473444	-0.419231234311235
1_3477892	1	3477892	-0.19038224496223
1_3478424	1	3478424	-0.39952723159892
1_3478612	1	3478612	-0.724193260149624
1_3479532	1	3479532	-0.72664354953791
1_3480485	1	3480485	-0.355805854169602
1_3492645	1	3492645	-0.510134000560895
1_3492682	1	3492682	-0.366861042678598
1_3492708	1	3492708	-0.426195182061
1_3493846	1	3493846	-0.162461965343652
1_3494017	1	3494017	-0.117942024070714
1_3494371	1	3494371	-0.0581253055289165
1_3495901	1	3495901	-0.33126366990681
1_3495957	1	3495957	-0.40174213833646
1_3496003	1	3496003	-0.30791116406529
1_3497541	1	3497541	-0.708725763520591
1_3499682	1	3499682	-0.39462510306013
1_3499709	1	3499709	-0.141518482470209
1_3499885	1	3499885	-0.169532858639806
1_3501081	1	3501081	-0.00350411023872055
1_3501198	1	3501198	-0.464927576549714
1_3505283	1	3505283	-0.263359605405007
1_3505549	1	3505549	-0.30915576087078
1_3508619	1	3508619	-0.405436621894202
1_3510787	1	3510787	-0.666145974781752
1_3514574	1	3514574	0.323444242140317
1_3514671	1	3514671	0.198295682846794
1_3515498	1	3515498	-0.485573729139931
1_3524189	1	3524189	-0.841232681339844
1_3547098	1	3547098	-0.322447257223171
1_3595444	1	3595444	-0.0909087043186183
1_3602546	1	3602546	-0.473409820481832
1_3631426	1	3631426	-0.123312842864184
1_3722203	1	3722203	-0.542218978400483
1_3727147	1	3727147	-0.442809895911896
1_3752608	1	3752608	-0.149354976702175
1_3752637	1	3752637	-0.171381283032174
1_3752792	1	3752792	-0.246871482616438
1_3755518	1	3755518	0.0525369925352339
1_3756820	1	3756820	-0.360307246404543
1_3761290	1	3761290	0.0315753022063767
1_3761369	1	3761369	-0.0613584957043465
1_3762639	1	3762639	0.145531491503463
1_3763322	1	3763322	0.112670904070703
1_3763538	1	3763538	-0.0139782018445345
1_3763769	1	3763769	-0.335047294002804
1_3767350	1	3767350	-0.163836353406907
1_3769851	1	3769851	-0.418541609517564
1_3771308	1	3771308	-0.142402216060408
1_3782760	1	3782760	-0.491084712805023
1_3786945	1	3786945	-0.390021569507515
1_3787134	1	3787134	-0.355805854169602
1_3795946	1	3795946	0.0119259303308855
1_3815395	1	3815395	-0.167276884699438
1_3815444	1	3815444	-0.288691658311065
1_3823504	1	3823504	-0.451383514151833
1_3829360	1	3829360	-0.0725582274462992
1_3829920	1	3829920	-0.0602119070957019
1_3833933	1	3833933	-0.127181479121639
1_3835070	1	3835070	-0.0782718786406928
1_3836504	1	3836504	-0.133413432833154
1_3839111	1	3839111	-0.0649046549028638
1_3839662	1	3839662	-0.577261156251996
1_3839755	1	3839755	-0.203802760724552
1_3847485	1	3847485	-0.163160776227206
1_3851795	1	3851795	-0.589693914343879
1_3883554	1	3883554	-0.403111568947958
1_3883678	1	3883678	-0.245025423451065
1_3889984	1	3889984	-0.153497678876486
1_3890824	1	3890824	-0.360105991603227
1_3890943	1	3890943	-0.691903722193119
1_3891029	1	3891029	-0.561507084937444
1_3891765	1	3891765	0.0167483137877286
1_4711993	1	4711993	-0.221504762458011
1_5863309	1	5863309	-0.00169735353308952
1_5864423	1	5864423	-0.584892928080058
1_5864440	1	5864440	-0.399059052123486
1_5866447	1	5866447	-0.163160776227206
1_5875036	1	5875036	-0.289532634750436
1_5875098	1	5875098	-0.413256126353502
1_5877102	1	5877102	-0.380053400416279
1_5877102.1	1	5877102	-0.380053400416279
1_5880206	1	5880206	-0.149354976702175
1_5890953	1	5890953	0.171236670622373
1_5904731	1	5904731	-0.0251605421811304
1_5905324	1	5905324	-0.587131400276057
1_5905324.1	1	5905324	-0.587131400276057
1_5905764	1	5905764	-0.218599762652632
1_5909185	1	5909185	0.0916531228016198
1_5909185.1	1	5909185	0.0916531228016198
1_5948118	1	5948118	-0.304204657682389
1_5978411	1	5978411	0.0485844009097334
1_5978411.1	1	5978411	0.0485844009097334
1_6073370	1	6073370	0.271930670241846
1_6082248	1	6082248	-0.33103794902066
1_6082379	1	6082379	-0.269255822213168
1_6085742	1	6085742	-0.409386894374446
1_6085837	1	6085837	-0.659104130217123
1_6085846	1	6085846	-0.422697737824773
1_6085878	1	6085878	-0.290786062319192
1_6085974	1	6085974	-0.504669240084085
1_6086245	1	6086245	-0.89014228182079
1_6088993	1	6088993	-0.550453285023145
1_6098502	1	6098502	-0.224561320891349
1_6099890	1	6099890	-0.426195182061
1_6099973	1	6099973	-0.551726064144858
1_6109928	1	6109928	-0.100709267760448
1_6124032	1	6124032	-0.618840260003396
1_6125548	1	6125548	-0.476235864560595
1_6130155	1	6130155	0.0137886743480751
1_6130255	1	6130255	-0.291545655366218
1_6136809	1	6136809	-0.0380655562456727
1_6149303	1	6149303	-0.018770866892031
1_6152418	1	6152418	0.398033558561001
1_6152469	1	6152469	0.340895869782877
1_6207418	1	6207418	-0.329333642808411
1_6208898	1	6208898	-0.493309377919537
1_6208934	1	6208934	-0.270916956583089
1_6208961	1	6208961	-0.156497045946195
1_6209280	1	6209280	0.150546811855188
1_6210409	1	6210409	0.0423578265448458
1_6211065	1	6211065	-0.0396833809634452
1_6212018	1	6212018	-0.265959236787121
1_6212030	1	6212030	-0.398714445638892
1_6213147	1	6213147	-0.0437255452385863
1_6218354	1	6218354	-0.113604951752973
1_6225119	1	6225119	-0.00825195160674479
1_6235898	1	6235898	-0.0961620375365819
1_6244394	1	6244394	-0.314583191443089
1_6245232	1	6245232	-0.259945838762086
1_6250433	1	6250433	-0.111880271283512
1_6250614	1	6250614	-0.0782718786406928
1_6254623	1	6254623	0.158767318660156
1_6294955	1	6294955	-0.211664878497522
1_6339467	1	6339467	-0.355805854169602
1_6349836	1	6349836	-0.288015764627637
1_6425205	1	6425205	-0.371925519532879
1_6440652	1	6440652	-0.306896253688655
1_6441049	1	6441049	-0.432828274393447
1_6445735	1	6445735	-0.591873212403126
1_6447451	1	6447451	-0.164274396537914
1_6448769	1	6448769	0.0643026346566641
1_6448885	1	6448885	-0.0587524279212685
1_6449070	1	6449070	-0.343205817389968
1_6452055	1	6452055	-0.349000676264487
1_6454481	1	6454481	0.0557594532024371
1_6461443	1	6461443	-0.404101411210383
1_6462158	1	6462158	-0.218302330419667
1_6462984	1	6462984	-0.455341527720516
1_6463050	1	6463050	-0.214609515681134
1_6464643	1	6464643	-0.508281884855697
1_6468242	1	6468242	-0.0131191991154418
1_6468255	1	6468255	-0.0801714115561743
1_6468378	1	6468378	-0.0574132737430285
1_6468505	1	6468505	-0.436636928782646
1_6469128	1	6469128	-0.239251596728841
1_6469143	1	6469143	-0.287460689771461
1_6473275	1	6473275	-0.517911351152615
1_6473275.1	1	6473275	-0.517911351152615
1_6473333	1	6473333	-0.508962642231022
1_6474072	1	6474072	-0.21421937666989
1_6474109	1	6474109	-0.270916956583089
1_6474583	1	6474583	-0.342630465421868
1_6475089	1	6475089	-0.513658023311339
1_6475089.1	1	6475089	-0.513658023311339
1_6475992	1	6475992	-0.232485515428637
1_6476016	1	6476016	-0.265730509867754
1_6506029	1	6506029	-0.725755463919907
1_6506064	1	6506064	-0.75210679086686
1_6506148	1	6506148	-0.277803342168329
1_6550472	1	6550472	-0.153176687654584
1_6554475	1	6554475	-0.0451050147054935
1_6555384	1	6555384	-0.533951362416883
1_6555409	1	6555409	-0.225497831823871
1_6571046	1	6571046	-0.420294580621315
1_6571204	1	6571204	-0.507194904174487
1_6574642	1	6574642	0.0973667739960132
1_6575249	1	6575249	-0.0695016690129606
1_6578719	1	6578719	0.221681525989408
1_6579332	1	6579332	0.0467407009260454
1_6579376	1	6579376	0.0763051584681837
1_6581000	1	6581000	-0.147219232358184
1_6593421	1	6593421	-0.0988332011230093
1_6633012	1	6633012	-0.227261733548541
1_6633037	1	6633037	-0.141261294655839
1_6634039	1	6634039	0.229156646551555
1_6634059	1	6634059	-0.0572823636171829
1_6635690	1	6635690	-0.0815745013135357
1_6636172	1	6636172	-0.363001355573806
1_6638330	1	6638330	-0.723176919818131
1_6644575	1	6644575	0.0332364365762977
1_6645814	1	6645814	0.0874285369398942
1_6645884	1	6645884	0.0244662269485655
1_6651086	1	6651086	-0.270916956583089
1_6825174	1	6825174	-0.228893741687382
1_7370160	1	7370160	0.145943278302573
1_7370205	1	7370205	0.0670511495685415
1_7621940	1	7621940	0.0091909626096466
1_7663474	1	7663474	0.0472590034431663
1_7663528	1	7663528	0.182831023550626
1_7664502	1	7664502	0.0771535531065047
1_7664637	1	7664637	-0.135631258082972
1_7664737	1	7664737	-0.163160776227206
1_7670988	1	7670988	-0.104267087173637
1_7732460	1	7732460	-0.34582176559698
1_7737485	1	7737485	-0.167460913660831
1_7738425	1	7738425	-0.171381283032174
1_7778168	1	7778168	-0.195628829278852
1_7809988	1	7809988	-0.377832160499601
1_7810546	1	7810546	0.229156646551555
1_7819317	1	7819317	-0.269604819120298
1_7826538	1	7826538	0.0387675425495266
1_7826690	1	7826690	-0.562256731637028
1_7827439	1	7827439	0.175840832019098
1_7827501	1	7827501	0.338931504607307
1_7827519	1	7827519	0.407877078372384
1_7827709	1	7827709	-0.086345179176375
1_7829881	1	7829881	-0.0408641895983462
1_7829887	1	7829887	0.0414673656334026
1_7829993	1	7829993	-0.371530206462618
1_7830004	1	7830004	-0.26269644977812
1_7830049	1	7830049	-0.122731150077234
1_7842655	1	7842655	-0.320616425707302
1_7842676	1	7842676	-0.45325419428542
1_7846697	1	7846697	-0.127451874594437
1_7852915	1	7852915	-0.123312842864184
1_7852944	1	7852944	-0.112248822835112
1_7935030	1	7935030	-0.222418438891899
