"","Hugo_Symbol","num_patients"
"159","RNF213",3
"160","RYR1",3
"161","SCYGR2",3
"162","SDK2",3
"163","SHANK1",3
"164","SIGLEC1",3
"165","SIPA1L3",3
"166","SLC39A8",3
"167","SPTAN1",3
"168","SPTBN2",3
"169","SSC5D",3
"170","STAB1",3
"171","TCP11X2",3
"172","TENM2",3
"173","TENT5A",3
"174","TLN1",3
"175","TNRC6C",3
"176","TRBV12-4",3
"177","TRBV12-5",3
"178","TRBV18",3
"179","TRBV7-9",3
"180","TRPC6",3
"181","UNC13C",3
"182","ZFHX3",3
"183","ZFP36L2",3
"184","ZNF469",3
"185","ZNF592",3
"186","ZNF831",3
"187","ZSWIM6",3
"188","AATK",2
"189","ABCA13",2
"190","ABCA2",2
"191","ABCA5",2
"192","ABCC8",2
"193","ABL2",2
"194","ABLIM1",2
"195","ABO",2
"196","ABTB1",2
"197","ACACB",2
"198","ACAN",2
"199","ACP4",2
"200","ADA2",2
"201","ADAMTS16",2
"202","ADAMTSL3",2
"203","ADAMTSL4",2
"204","ADGRB1",2
"205","ADGRB2",2
"206","ADGRD2",2
"207","ADGRE5",2
"208","ADGRL3",2
"209","ADRA1B",2
"210","ADRB1",2
"211","AGAP3",2
"212","AGO1",2
"213","AGO2",2
"214","AJAP1",2
"215","AKAP1",2
"216","AKAP9",2
"217","ALMS1",2
"218","ALPK2",2
"219","ALPK3",2
"220","ANK2",2
"221","ANKRD20A4P",2
"222","ANKRD30A",2
"223","ANKRD44",2
"224","ANKRD9",2
"225","ANO3",2
"226","ANO8",2
"227","AP4B1",2
"228","APBB3",2
"229","APOBR",2
"230","AR",2
"231","ARAP3",2
"232","ARHGAP32",2
"233","ARHGAP4",2
"234","ARHGEF4",2
"235","ASAP2",2
"236","ASPN",2
"237","ASTE1",2
"238","ATN1",2
"239","ATP2B4",2
"240","AUP1",2
"241","AVPR2",2
"242","AXDND1",2
"243","BABAM1",2
"244","BCAT2",2
"245","BCL9L",2
"246","BCOR",2
"247","BMP1",2
"248","BMP2K",2
"249","BRD1",2
"250","BTBD2",2
"251","C13orf46",2
"252","C1orf35",2
"253","C2orf16",2
"254","CACHD1",2
"255","CACNA1A",2
"256","CALN1",2
"257","CAMK1G",2
"258","CAMTA2",2
"259","CAP2",2
"260","CARD14",2
"261","CASP14",2
"262","CC2D1A",2
"263","CCDC106",2
"264","CCDC168",2
"265","CCDC22",2
"266","CCDC57",2
"267","CCNF",2
"268","CDC42BPB",2
"269","CDT1",2
"270","CEL",2
"271","CENPB",2
"272","CEP192",2
"273","CEP350",2
"274","CEP85L",2
"275","CFAP251",2
"276","CFTR",2
"277","CHD7",2
"278","CHST10",2
"279","CHTF18",2
"280","CIC",2
"281","CLASRP",2
"282","CNKSR2",2
"283","CNNM3",2
"284","CNOT2",2
"285","CNTN4",2
"286","CNTN6",2
"287","CNTNAP3B",2
"288","COL11A1",2
"289","COL13A1",2
"290","COL1A2",2
"291","COL20A1",2
"292","COL22A1",2
"293","COL27A1",2
"294","COL28A1",2
"295","COL4A1",2
"296","COL6A5",2
"297","COL6A6",2
"298","COL9A2",2
"299","COQ8A",2
"300","CPS1",2
"301","CRLF1",2
"302","CROCC2",2
"303","CSF2RB",2
"304","CSMD2",2
"305","CSNKA2IP",2
"306","CTNNA2",2
"307","CTNNA3",2
"308","CTNND2",2
"309","CYP46A1",2
"310","DACH1",2
"311","DACT3",2
"312","DCAF8L1",2
"313","DCLK1",2
"314","DDX39B",2
"315","DHX36",2
"316","DLGAP2",2
"317","DLGAP3",2
"318","DLX6",2
"319","DMAP1",2
"320","DMXL2",2
"321","DNAAF2",2
"322","DNAAF4",2
"323","DNAH17",2
"324","DNAH2",2
"325","DNAH3",2
"326","DNM1",2
"327","DNMT1",2
"328","DOP1A",2
"329","DPH1",2
"330","DPP10",2
"331","DPPA4",2
"332","DRD4",2
"333","DRICH1",2
"334","DST",2
"335","ECT2L",2
"336","EDC4",2
"337","EDEM3",2
"338","EFCAB5",2
"339","EGFLAM",2
"340","EHMT1",2
"341","EIF2AK3",2
"342","EIF4EBP1",2
"343","EIF4G1",2
"344","EML1",2
"345","ENTPD3",2
"346","EP400",2
"347","EPHB6",2
"348","ERCC2",2
"349","ERICH6B",2
"350","ESPL1",2
"351","ESPN",2
"352","ESS2",2
"353","ETV5",2
"354","EVC2",2
"355","EXOC1",2
"356","EXT2",2
"357","FAM178B",2
"358","FAM71A",2
"359","FAM71E2",2
"360","FAM83C",2
"361","FANCD2",2
"362","FARSB",2
"363","FAT3",2
"364","FAT4",2
"365","FBRS",2
"366","FBXW4",2
"367","FERD3L",2
"368","FGD4",2
"369","FGF23",2
"370","FLG2",2
"371","FLNC",2
"372","FLRT1",2
"373","FLRT3",2
"374","FMN2",2
"375","FNBP1",2
"376","FNIP2",2
"377","FOLR3",2
"378","FOXA2",2
"379","FREM3",2
"380","GAGE10",2
"381","GCN1",2
"382","GDF10",2
"383","GDF7",2
"384","GLG1",2
"385","GLI3",2
"386","GLIS2",2
"387","GMIP",2
"388","GOLGA2",2
"389","GOLGA6L22",2
"390","GPI",2
"391","GPRC5A",2
"392","GRAMD1A",2
"393","GREB1",2
"394","GRIK5",2
"395","GRIN2D",2
"396","GRIPAP1",2
"397","GRN",2
"398","GSTT4",2
"399","GTF3C1",2
"400","HAVCR1",2
"401","HCRTR2",2
"402","HEG1",2
"403","HLA-DQA2",2
"404","HOXA3",2
"405","HOXD4",2
"406","HS1BP3",2
"407","HSPH1",2
"408","HTR6",2
"409","HYDIN",2
"410","IBA57",2
"411","IGF2R",2
"412","IGFALS",2
"413","IGHJ6",2
"414","IGHV4-31",2
"415","IGSF10",2
"416","IL16",2
"417","IL1RAP",2
"418","INA",2
"419","INTS2",2
"420","INTS5",2
"421","IQCA1L",2
"422","IREB2",2
"423","IRF2BPL",2
"424","ITGAM",2
"425","ITPRID2",2
"426","JADE2",2
"427","JCAD",2
"428","KCNA4",2
"429","KCNJ18",2
"430","KCNN3",2
"431","KDM6A",2
"432","KDM6B",2
"433","KIAA0586",2
"434","KIAA1109",2
"435","KIAA1217",2
"436","KIF21A",2
"437","KIF21B",2
"438","KIF4B",2
"439","KIF5C",2
"440","KIFC2",2
"441","KIR2DL1",2
"442","KIR2DL4",2
"443","KIRREL3",2
"444","KNTC1",2
"445","KRT12",2
"446","KRT79",2
"447","KRTAP10-7",2
"448","LAMA1",2
"449","LAMA2",2
"450","LAMA5",2
"451","LDOC1",2
"452","LENG9",2
"453","LILRA6",2
"454","LILRB3",2
"455","LMAN2",2
"456","LMO7",2
"457","LOXHD1",2
"458","LOXL1",2
"459","LOXL3",2
"460","LPCAT4",2
"461","LRP2",2
"462","LRP3",2
"463","LRP5",2
"464","LRRTM1",2
"465","LURAP1L",2
"466","MACF1",2
"467","MAD1L1",2
"468","MAF",2
"469","MAGEC1",2
"470","MAGT1",2
"471","MALRD1",2
"472","MAP1A",2
"473","MAP3K4",2
"474","MAP7D1",2
"475","MAP9",2
"476","MAPK12",2
"477","MAPK15",2
"478","MARS1",2
"479","MBD3L2B",2
"480","MCOLN1",2
"481","MED12L",2
"482","MED13",2
"483","MED15",2
"484","MED25",2
"485","MEGF8",2
"486","MESP2",2
"487","METAP1D",2
"488","MIA3",2
"489","MICAL1",2
"490","MICAL2",2
"491","MLIP",2
"492","MOAP1",2
"493","MRC1",2
"494","MRM1",2
"495","MUC12",2
"496","MUC17",2
"497","MUC2",2
"498","MUC21",2
"499","MUC5B",2
"500","MYCBP2",2
"501","MYH7",2
"502","MYH8",2
"503","MYO5C",2
"504","MYO7B",2
"505","MYO9A",2
"506","MYO9B",2
"507","NALCN",2
"508","NARS1",2
"509","NAV1",2
"510","NBPF14",2
"511","NCOR2",2
"512","NEB",2
"513","NEGR1",2
"514","NEK3",2
"515","NES",2
"516","NEXMIF",2
"517","NFASC",2
"518","NID2",2
"519","NISCH",2
"520","NKD1",2
"521","NLGN4X",2
"522","NLRP13",2
"523","NLRP14",2
"524","NOS2",2
"525","NOTCH2NLC",2
"526","NOTCH4",2
"527","NPC1L1",2
"528","NPIPB5",2
"529","NRXN1",2
"530","NUCB2",2
"531","NUP42",2
"532","NUTM1",2
"533","NYAP1",2
"534","NYNRIN",2
"535","NYX",2
"536","OR4C45",2
"537","OR4D10",2
"538","OR4Q3",2
"539","OR52B4",2
"540","ORAI1",2
"541","OSBPL6",2
"542","OTOP1",2
"543","OTUD4",2
"544","P2RX6",2
"545","PABPC3",2
"546","PAPPA",2
"547","PARP6",2
"548","PAXIP1",2
"549","PBX2",2
"550","PCBP4",2
"551","PCDH18",2
"552","PCDHB3",2
"553","PCDHB4",2
"554","PCNX4",2
"555","PCSK6",2
"556","PDE3A",2
"557","PDE4A",2
"558","PDE8B",2
"559","PDZD2",2
"560","PERM1",2
"561","PEX5",2
"562","PHOX2B",2
"563","PIEZO1",2
"564","PKDCC",2
"565","PKHD1L1",2
"566","PLA2G4E",2
"567","PLCG1",2
"568","PLD3",2
"569","PLEKHA5",2
"570","PLEKHA6",2
"571","PLEKHG6",2
"572","PLEKHH3",2
"573","PLEKHO1",2
"574","PLPPR4",2
"575","PLTP",2
"576","PODN",2
"577","PODNL1",2
"578","POSTN",2
"579","PPP1R16A",2
"580","PRAMEF18",2
"581","PRAMEF19",2
"582","PRAMEF20",2
"583","PRAMEF6",2
"584","PRAMEF7",2
"585","PRDM10",2
"586","PRMT1",2
"587","PRPF6",2
"588","PRR16",2
"589","PRR5",2
"590","PRSS2",2
"591","PRSS3",2
"592","PRSS56",2
"593","PRUNE2",2
"594","PSG7",2
"595","PSPH",2
"596","PTPN23",2
"597","PTPRB",2
"598","PWWP2B",2
"599","QRICH1",2
"600","QRICH2",2
"601","RAPGEF1",2
"602","RASGRP2",2
"603","RBBP6",2
"604","RBP3",2
"605","RECQL5",2
"606","RELB",2
"607","RHBDF1",2
"608","RNASEL",2
"609","RNF128",2
"610","RNF19B",2
"611","RNF20",2
"612","RNF207",2
"613","RNF43",2
"614","RP1",2
"615","RPRD2",2
"616","RPS8",2
"617","RREB1",2
"618","RSPH6A",2
"619","RTP5",2
"620","RUFY4",2
"621","RUNX3",2
"622","SACS",2
"623","SART3",2
"624","SATL1",2
"625","SCARF2",2
"626","SCML2",2
"627","SCN10A",2
"628","SCYGR1",2
"629","SEC31A",2
"630","SEC62",2
"631","SELP",2
"632","SEMA5A",2
"633","SERINC2",2
"634","SERPINE3",2
"635","SF3A1",2
"636","SH3BP5",2
"637","SHB",2
"638","SLC12A5",2
"639","SLC18A3",2
"640","SLC22A1",2
"641","SLC22A15",2
"642","SLC2A8",2
"643","SLC39A12",2
"644","SLC39A4",2
"645","SLC4A5",2
"646","SLC6A19",2
"647","SLC6A4",2
"648","SLC7A5",2
"649","SLC9A5",2
"650","SLIT3",2
"651","SMARCA2",2
"652","SMARCA4",2
"653","SOGA3",2
"654","SORL1",2
"655","SOX9",2
"656","SP4",2
"657","SPAG1",2
"658","SPATA31A1",2
"659","SPATA31A6",2
"660","SPTBN4",2
"661","SPTBN5",2
"662","SQOR",2
"663","SRCAP",2
"664","SRPRA",2
"665","SRRT",2
"666","SSBP2",2
"667","STARD13",2
"668","STARD9",2
"669","STK36",2
"670","STRIP2",2
"671","SUGP2",2
"672","SULF1",2
"673","SUPT20HL1",2
"674","SYCP2",2
"675","SYNCRIP",2
"676","SYNE1",2
"677","SYNE3",2
"678","TAF4",2
"679","TBC1D2",2
"680","TBRG1",2
"681","TCERG1L",2
"682","TF",2
"683","TFIP11",2
"684","TGFB1",2
"685","TGFBR1",2
"686","THOC5",2
"687","TIMM23B",2
"688","TKT",2
"689","TLL2",2
"690","TLN2",2
"691","TM4SF18",2
"692","TMEM132D",2
"693","TMEM200C",2
"694","TMTC4",2
"695","TNC",2
"696","TNK2",2
"697","TNKS1BP1",2
"698","TNXB",2
"699","TONSL",2
"700","TOP2B",2
"701","TPR",2
"702","TRAV23DV6",2
"703","TRBC2",2
"704","TRBV10-3",2
"705","TRBV11-3",2
"706","TRBV13",2
"707","TRBV3-1",2
"708","TRBV5-3",2
"709","TRBV5-4",2
"710","TRBV6-5",2
"711","TRBV6-7",2
"712","TRBV6-8",2
"713","TRBV7-2",2
"714","TRHDE",2
"715","TRIM29",2
"716","TRIM3",2
"717","TRIM37",2
"718","TRIOBP",2
"719","TRPC7",2
"720","TRPM5",2
"721","TSPOAP1",2
"722","TTC13",2
"723","TTC16",2
"724","TUBGCP6",2
"725","TXNDC16",2
"726","TYRP1",2
"727","TYW1B",2
"728","UBXN11",2
"729","UMODL1",2
"730","USF3",2
"731","USP20",2
"732","USP31",2
"733","USP34",2
"734","USP47",2
"735","VILL",2
"736","VPS37D",2
"737","VSTM4",2
"738","VTI1A",2
"739","VWA5B2",2
"740","VWF",2
"741","WDFY4",2
"742","WDR90",2
"743","WIF1",2
"744","WIZ",2
"745","WTIP",2
"746","XAB2",2
"747","XDH",2
"748","XKR3",2
"749","XPO6",2
"750","ZAN",2
"751","ZBTB41",2
"752","ZBTB8B",2
"753","ZC3H11B",2
"754","ZC3H3",2
"755","ZDHHC11B",2
"756","ZHX2",2
"757","ZNF184",2
"758","ZNF219",2
"759","ZNF385A",2
"760","ZNF561",2
"761","ZNF598",2
"762","ZNF717",2
"763","ZNF718",2
"764","ZNF738",2
"765","ZNF84",2
"766","ZSCAN21",2
"767","A2M",1
"768","AAAS",1
"769","AACS",1
"770","AAGAB",1
"771","ABCA1",1
"772","ABCA10",1
"773","ABCA12",1
"774","ABCA4",1
"775","ABCA8",1
"776","ABCB1",1
"777","ABCB4",1
"778","ABCB6",1
"779","ABCB8",1
"780","ABCC1",1
"781","ABCC11",1
"782","ABCC3",1
"783","ABCC4",1
"784","ABCC6",1
"785","ABCD4",1
"786","ABCG4",1
"787","ABCG5",1
"788","ABHD16B",1
"789","ABR",1
"790","ACACA",1
"791","ACAD10",1
"792","ACADVL",1
"793","ACBD3",1
"794","ACCS",1
"795","ACE",1
"796","ACER1",1
"797","ACIN1",1
"798","ACMSD",1
"799","ACOT4",1
"800","ACP5",1
"801","ACRBP",1
"802","ACSBG2",1
"803","ACSM5",1
"804","ACSS1",1
"805","ACTA2",1
"806","ACTL6B",1
"807","ACVR1",1
"808","ADAD2",1
"809","ADAM12",1
"810","ADAM15",1
"811","ADAM17",1
"812","ADAM28",1
"813","ADAM7",1
"814","ADAM9",1
"815","ADAMTS13",1
"816","ADAMTS15",1
"817","ADAMTS17",1
"818","ADAMTS5",1
"819","ADAMTS8",1
"820","ADAMTSL1",1
"821","ADARB2",1
"822","ADCK5",1
"823","ADCY2",1
"824","ADCY4",1
"825","ADCY7",1
"826","ADCY9",1
"827","ADGRA2",1
"828","ADGRF3",1
"829","ADGRF5",1
"830","ADGRG2",1
"831","ADGRG3",1
"832","ADGRG5",1
"833","ADGRG7",1
"834","ADIPOR2",1
"835","ADK",1
"836","ADORA1",1
"837","ADPRHL1",1
"838","AFF2",1
"839","AFP",1
"840","AFTPH",1
"841","AGGF1",1
"842","AGPAT2",1
"843","AGPAT4",1
"844","AGPAT5",1
"845","AGPS",1
"846","AGXT",1
"847","AHDC1",1
"848","AHNAK",1
"849","AHNAK2",1
"850","AICDA",1
"851","AIFM1",1
"852","AIFM2",1
"853","AIPL1",1
"854","AIRE",1
"855","AK5",1
"856","AK9",1
"857","AKAP11",1
"858","AKAP12",1
"859","AKT2",1
"860","ALAS2",1
"861","ALCAM",1
"862","ALDH1A2",1
"863","ALDH1L1",1
"864","ALDH2",1
"865","ALDH3A1",1
"866","ALG1",1
"867","ALG13",1
"868","ALG14",1
"869","ALKBH7",1
"870","ALLC",1
"871","ALOX15",1
"872","ALOX15B",1
"873","ALPK1",1
"874","ALS2",1
"875","ALS2CL",1
"876","ALYREF",1
"877","AMBRA1",1
"878","AMER1",1
"879","AMER2",1
"880","AMIGO3",1
"881","AMMECR1",1
"882","AMN",1
"883","AMOTL2",1
"884","AMPD2",1
"885","AMPH",1
"886","ANAPC16",1
"887","ANAPC2",1
"888","ANGPT1",1
"889","ANGPTL3",1
"890","ANGPTL8",1
"891","ANHX",1
"892","ANK3",1
"893","ANKFY1",1
"894","ANKH",1
"895","ANKHD1-EIF4EBP3",1
"896","ANKRD13A",1
"897","ANKRD24",1
"898","ANKRD28",1
"899","ANKRD31",1
"900","ANKRD40",1
"901","ANKRD60",1
"902","ANKRD61",1
"903","ANKRD63",1
"904","ANKRD65",1
"905","ANKRD7",1
"906","ANO4",1
"907","ANO5",1
"908","ANO6",1
"909","ANP32E",1
"910","ANTKMT",1
"911","ANTXR1",1
"912","ANTXRL",1
"913","ANXA13",1
"914","ANXA4",1
"915","ANXA5",1
"916","ANXA8",1
"917","AOPEP",1
"918","AOX1",1
"919","AP1G1",1
"920","AP2A1",1
"921","AP2A2",1
"922","AP3B2",1
"923","AP5B1",1
"924","APBB1",1
"925","APEH",1
"926","APOBEC3A",1
"927","APOBEC4",1
"928","APOL2",1
"929","APOL3",1
"930","APOL4",1
"931","APOM",1
"932","APP",1
"933","AQP1",1
"934","AQP12B",1
"935","ARAF",1
"936","ARAP2",1
"937","AREG",1
"938","ARFGEF3",1
"939","ARG2",1
"940","ARHGAP27",1
"941","ARHGAP28",1
"942","ARHGAP29",1
"943","ARHGAP33",1
"944","ARHGAP35",1
"945","ARHGAP44",1
"946","ARHGEF10",1
"947","ARHGEF10L",1
"948","ARHGEF11",1
"949","ARHGEF12",1
"950","ARHGEF15",1
"951","ARHGEF16",1
"952","ARHGEF18",1
"953","ARHGEF26",1
"954","ARHGEF6",1
"955","ARID1B",1
"956","ARID4A",1
"957","ARID5B",1
"958","ARL1",1
"959","ARL14",1
"960","ARL2",1
"961","ARMC6",1
"962","ARMCX5-GPRASP2",1
"963","ARNTL",1
"964","ARRDC1",1
"965","ARSI",1
"966","ARX",1
"967","ASB2",1
"968","ASB5",1
"969","ASB6",1
"970","ASCC3",1
"971","ASCL3",1
"972","ASCL4",1
"973","ASH1L",1
"974","ASIP",1
"975","ASNSD1",1
"976","ASPHD2",1
"977","ASRGL1",1
"978","ASTN2",1
"979","ASXL1",1
"980","ASXL3",1
"981","ATAD2",1
"982","ATAD3B",1
"983","ATAD3C",1
"984","ATAD5",1
"985","ATF3",1
"986","ATF6",1
"987","ATG16L1",1
"988","ATG16L2",1
"989","ATMIN",1
"990","ATOH1",1
"991","ATP12A",1
"992","ATP13A1",1
"993","ATP13A4",1
"994","ATP1A2",1
"995","ATP1A3",1
"996","ATP1A4",1
"997","ATP5F1B",1
"998","ATP6V0D1",1
"999","ATP6V1C2",1
"1000","ATP8A1",1
"1001","ATP8A2",1
"1002","ATP8B3",1
"1003","ATP9A",1
"1004","ATR",1
"1005","ATRIP",1
"1006","ATRN",1
"1007","ATXN3",1
"1008","ATXN3L",1
"1009","ATXN7",1
"1010","AURKA",1
"1011","AZIN1",1
"1012","B3GAT1",1
"1013","B3GLCT",1
"1014","B4GALNT2",1
"1015","B4GALNT3",1
"1016","B4GALNT4",1
"1017","B4GALT4",1
"1018","B4GALT6",1
"1019","B4GALT7",1
"1020","BACE1",1
"1021","BACH2",1
"1022","BAG3",1
"1023","BAG5",1
"1024","BAHD1",1
"1025","BAK1",1
"1026","BAMBI",1
"1027","BAP1",1
"1028","BARD1",1
"1029","BARHL2",1
"1030","BAX",1
"1031","BAZ1A",1
"1032","BAZ2A",1
"1033","BBC3",1
"1034","BBS7",1
"1035","BCAR1",1
"1036","BCDIN3D",1
"1037","BCKDK",1
"1038","BCL11B",1
"1039","BCL6",1
"1040","BCO1",1
"1041","BCO2",1
"1042","BCORL1",1
"1043","BEGAIN",1
"1044","BEND3",1
"1045","BEST3",1
"1046","BEX3",1
"1047","BGN",1
"1048","BICDL1",1
"1049","BICRA",1
"1050","BID",1
"1051","BIRC3",1
"1052","BIRC6",1
"1053","BMP3",1
"1054","BMP4",1
"1055","BMPR1B",1
"1056","BNIP5",1
"1057","BOP1",1
"1058","BORA",1
"1059","BPGM",1
"1060","BPIFA1",1
"1061","BPTF",1
"1062","BRAP",1
"1063","BRCA2",1
"1064","BRD4",1
"1065","BRICD5",1
"1066","BRIP1",1
"1067","BRPF1",1
"1068","BRSK2",1
"1069","BRWD3",1
"1070","BSN",1
"1071","BST1",1
"1072","BTBD11",1
"1073","BTBD16",1
"1074","BTG4",1
"1075","BTNL3",1
"1076","BUD31",1
"1077","BZW2",1
"1078","C10orf71",1
"1079","C10orf82",1
"1080","C11orf52",1
"1081","C11orf53",1
"1082","C11orf87",1
"1083","C12orf56",1
"1084","C14orf28",1
"1085","C14orf39",1
"1086","C15orf39",1
"1087","C16orf46",1
"1088","C16orf95",1
"1089","C17orf97",1
"1090","C18orf25",1
"1091","C18orf63",1
"1092","C19orf53",1
"1093","C19orf54",1
"1094","C19orf67",1
"1095","C1QL2",1
"1096","C1orf146",1
"1097","C1orf74",1
"1098","C20orf27",1
"1099","C21orf58",1
"1100","C2CD3",1
"1101","C2CD4A",1
"1102","C2CD4D",1
"1103","C2CD6",1
"1104","C2orf72",1
"1105","C2orf73",1
"1106","C3orf20",1
"1107","C3orf84",1
"1108","C4orf48",1
"1109","C4orf50",1
"1110","C4orf54",1
"1111","C5orf22",1
"1112","C6orf118",1
"1113","C7orf57",1
"1114","C8A",1
"1115","C8orf82",1
"1116","CA1",1
"1117","CA13",1
"1118","CA14",1
"1119","CABP1",1
"1120","CACNA1C",1
"1121","CACNA1D",1
"1122","CACNA1S",1
"1123","CAD",1
"1124","CADPS",1
"1125","CALR",1
"1126","CAMK1",1
"1127","CAMK2B",1
"1128","CAMK4",1
"1129","CAMKV",1
"1130","CAND1",1
"1131","CAPN15",1
"1132","CAPN2",1
"1133","CAPN3",1
"1134","CAPNS1",1
"1135","CAPRIN1",1
"1136","CAPS",1
"1137","CAPS2",1
"1138","CARD6",1
"1139","CARD9",1
"1140","CARM1",1
"1141","CARNS1",1
"1142","CARS2",1
"1143","CASKIN2",1
"1144","CASP10",1
"1145","CASP2",1
"1146","CASP8AP2",1
"1147","CASTOR1",1
"1148","CASZ1",1
"1149","CATSPERD",1
"1150","CAV3",1
"1151","CBLN3",1
"1152","CBWD3",1
"1153","CBX4",1
"1154","CBY2",1
"1155","CBY3",1
"1156","CC2D2A",1
"1157","CCAR2",1
"1158","CCDC12",1
"1159","CCDC125",1
"1160","CCDC136",1
"1161","CCDC138",1
"1162","CCDC149",1
"1163","CCDC158",1
"1164","CCDC160",1
"1165","CCDC175",1
"1166","CCDC180",1
"1167","CCDC190",1
"1168","CCDC201",1
"1169","CCDC27",1
"1170","CCDC33",1
"1171","CCDC34",1
"1172","CCDC38",1
"1173","CCDC39",1
"1174","CCDC61",1
"1175","CCDC63",1
"1176","CCDC7",1
"1177","CCDC82",1
"1178","CCDC83",1
"1179","CCDC85A",1
"1180","CCDC88B",1
"1181","CCDC88C",1
"1182","CCDC93",1
"1183","CCDC96",1
"1184","CCKAR",1
"1185","CCL4L2",1
"1186","CCN3",1
"1187","CCNYL1",1
"1188","CCPG1",1
"1189","CCSER2",1
"1190","CCT2",1
"1191","CCT4",1
"1192","CD101",1
"1193","CD14",1
"1194","CD163L1",1
"1195","CD1E",1
"1196","CD24",1
"1197","CD248",1
"1198","CD2AP",1
"1199","CD300C",1
"1200","CD300H",1
"1201","CD33",1
"1202","CD37",1
"1203","CD46",1
"1204","CD53",1
"1205","CD68",1
"1206","CD81",1
"1207","CD84",1
"1208","CD99L2",1
"1209","CDAN1",1
"1210","CDC16",1
"1211","CDC42BPA",1
"1212","CDC45",1
"1213","CDCA7",1
"1214","CDH12",1
"1215","CDH13",1
"1216","CDH16",1
"1217","CDH5",1
"1218","CDH8",1
"1219","CDH9",1
"1220","CDHR1",1
"1221","CDKL5",1
"1222","CDRT15L2",1
"1223","CDV3",1
"1224","CDX1",1
"1225","CDYL2",1
"1226","CEACAM1",1
"1227","CEBPA",1
"1228","CECR2",1
"1229","CELSR1",1
"1230","CENPA",1
"1231","CENPE",1
"1232","CENPP",1
"1233","CENPT",1
"1234","CEP135",1
"1235","CEP162",1
"1236","CEP164",1
"1237","CEP250",1
"1238","CEP290",1
"1239","CEP295NL",1
"1240","CEP85",1
"1241","CEP97",1
"1242","CEPT1",1
"1243","CERS2",1
"1244","CES2",1
