	Chromosome	Position	127B_CM-_vs_127B_PBMC.tumour
1_1197586	1	1197586	-0.128490294154516
1_1197745	1	1197745	-0.209352126904646
1_1203822	1	1203822	0.0435934613055637
1_1203836	1	1203836	0.0280424577710484
1_1203871	1	1203871	0.0328643039738324
1_1204015	1	1204015	0.262818603563329
1_1204185	1	1204185	-0.00290124943721979
1_1206396	1	1206396	-0.179748413859749
1_1211585	1	1211585	0.00741112499891787
1_1211644	1	1211644	0.0884476970898244
1_1212898	1	1212898	0.178705557052728
1_1213249	1	1213249	-0.486948826941332
1_1213734	1	1213734	0.68394086530315
1_1214100	1	1214100	-0.161024258302908
1_1217629	1	1217629	-0.0750510351930552
1_1218703	1	1218703	0.0262323006441264
1_1218967	1	1218967	-0.00946269356547829
1_1228651	1	1228651	-0.0230563975547939
1_1228685	1	1228685	-0.323730148049779
1_1232416	1	1232416	-0.183985406746219
1_1232800	1	1232800	0.284030058111773
1_1242506	1	1242506	0.167149867223573
1_1242516	1	1242516	0.208741930807536
1_1242601	1	1242601	0.127765847806632
1_1242864	1	1242864	0.237539195114971
1_1242871	1	1242871	0.351763631862142
1_1242875	1	1242875	0.322708472653953
1_1242886	1	1242886	0.410375791977186
1_1243468	1	1243468	-0.459194526526115
1_1244420	1	1244420	0.0421325041772838
1_1246651	1	1246651	-0.142795641828889
1_1255392	1	1255392	-0.0385251591679413
1_1262318	1	1262318	-0.0750510351930552
1_1266173	1	1266173	0.0236332396663517
1_1266225	1	1266225	-0.0277453204146985
1_1284021	1	1284021	0.28109277503222
1_1285442	1	1285442	0.0703794043285083
1_1285529	1	1285529	-0.115693019690401
1_1285594	1	1285594	-0.035522671006418
1_1286150	1	1286150	-0.0406995304022782
1_1286952	1	1286952	0.155561892948361
1_1287578	1	1287578	-0.250137741751147
1_1287983	1	1287983	-0.469329974305102
1_1288005	1	1288005	-0.715969941888227
1_1290683	1	1290683	0.147341386143393
1_1290687	1	1290687	0.150830372223273
1_1291289	1	1291289	-0.123960635674002
1_1291310	1	1291310	0.0404261822268805
1_1291396	1	1291396	0.272872268227251
1_1294498	1	1294498	-0.145440363084453
1_1296589	1	1296589	-0.0750510351930552
1_1309258	1	1309258	-0.145440363084453
1_1310642	1	1310642	0.100798800206362
1_1310993	1	1310993	0.0608323928887178
1_1311058	1	1311058	-0.242161021028314
1_1311467	1	1311467	-0.140342495444774
1_1311527	1	1311527	-0.0750510351930552
1_1311620	1	1311620	0.382155918329728
1_1312114	1	1312114	-0.303869725688936
1_1313527	1	1313527	-0.564089115915676
1_1313807	1	1313807	-0.322143897157828
1_1315577	1	1315577	-0.1943499635654
1_1319056	1	1319056	-0.0594541801420367
1_1319063	1	1319063	-0.0908183510513718
1_1327457	1	1327457	0.327495519902592
1_1327560	1	1327560	0.101826726891024
1_1327577	1	1327577	0.0679069186489877
1_1327705	1	1327705	-0.307224477322089
1_1331666	1	1331666	-0.0446773861495366
1_1332116	1	1332116	0.447627187273758
1_1332124	1	1332124	0.439522137636703
1_1332226	1	1332226	0.394434248108165
1_1332271	1	1332271	0.316139722131421
1_1332677	1	1332677	0.21445558200193
1_1333466	1	1333466	-0.0750510351930552
1_1334123	1	1334123	0.0588047115417355
1_1334174	1	1334174	-0.0360569035771914
1_1334422	1	1334422	-0.134757281317323
1_1336134	1	1336134	-0.447019812580013
1_1336134.1	1	1336134	-0.447019812580013
1_1336256	1	1336256	0.260551996591384
1_1336473	1	1336473	-0.45009046653998
1_1338022	1	1338022	0.005119313490928
1_1339592	1	1339592	-0.0944163600599864
1_1340503	1	1340503	-0.21255455894299
1_1342153	1	1342153	-0.240110281463552
1_1353897	1	1353897	-0.145440363084453
1_1354066	1	1354066	-0.232020381531455
1_1355028	1	1355028	-0.123960635674002
1_1387355	1	1387355	0.0365943206358537
1_1393431	1	1393431	-0.29214915685999
1_1399095	1	1399095	-0.06055146549794
1_1405744	1	1405744	-0.443202146841063
1_1405858	1	1405858	-0.166973524634095
1_1419135	1	1419135	-0.126276358548228
1_1419136	1	1419136	-0.176930649212269
1_1419158	1	1419158	-0.137786790541018
1_1419399	1	1419399	-0.548303148417195
1_1419540	1	1419540	-0.52571244420262
1_1420066	1	1420066	-0.0750510351930552
1_1420173	1	1420173	-0.0248652780248384
1_1420283	1	1420283	-0.185475024886706
1_1420931	1	1420931	0.260133156396574
1_1426164	1	1426164	-0.175745034812528
1_1426253	1	1426253	0.0404261822268805
1_1426316	1	1426316	0.00741112499891787
1_1426353	1	1426353	-0.0153447890687876
1_1434873	1	1434873	0.182106804304069
1_1434897	1	1434897	0.106555771296892
1_1434899	1	1434899	0.124257773030351
1_1436888	1	1436888	-0.0453036917990033
1_1436889	1	1436889	-0.0601006937270836
1_1437061	1	1437061	-0.172661831819478
1_1437288	1	1437288	0.451696851582805
1_1439581	1	1439581	0.0717903531362159
1_1439682	1	1439682	-0.178144528157159
1_1439715	1	1439715	0.0106788388328288
1_1452367	1	1452367	0.0517061070928835
1_1455506	1	1455506	-0.173735310052462
1_1455812	1	1455812	-0.0750510351930552
1_1455828	1	1455828	-0.179748413859749
1_1457141	1	1457141	-0.29975732236775
1_1457142	1	1457142	-0.290319022096122
1_1460831	1	1460831	-0.250137741751147
1_1460864	1	1460864	-0.0908183510513718
1_1468408	1	1468408	-0.220248950732991
1_1468434	1	1468434	-0.309516288830078
1_1477343	1	1477343	0.170526173564192
1_1478568	1	1478568	-0.0629782028924803
1_1485152	1	1485152	-0.0266880136316561
1_1485808	1	1485808	-0.0857774417861137
1_1487887	1	1487887	-0.109816453353732
1_1489782	1	1489782	0.0769520582519948
1_1490287	1	1490287	-0.36455765238804
1_1490346	1	1490346	-0.303320022866172
1_1490373	1	1490373	-0.341837575887957
1_1495604	1	1495604	-0.191864700175805
1_1495695	1	1495695	-0.168160439584537
1_1495725	1	1495725	-0.231170237110337
1_1495783	1	1495783	-0.0338283724665424
1_1495793	1	1495793	0.111362089037826
1_1512312	1	1512312	0.353792263610819
1_1523889	1	1523889	-0.0999257038320845
1_1533961	1	1533961	-0.0958095953598526
1_1535427	1	1535427	-0.175979944043836
1_1535428	1	1535428	-0.17458670874397
1_1544894	1	1544894	0.0836467108260029
1_1599902	1	1599902	0.339986464085789
1_1615755	1	1615755	-0.0378181289940802
1_1615856	1	1615856	-0.338085441026849
1_1615869	1	1615869	-0.242507781044618
1_1616572	1	1616572	-0.621333067750152
1_1623412	1	1623412	-0.273596714575135
1_1623829	1	1623829	-0.12085472480618
1_1623847	1	1623847	-0.0750510351930552
1_1625566	1	1625566	-0.050803488946378
1_1627150	1	1627150	-0.173904422119341
1_1627322	1	1627322	-0.0306569158346018
1_1629261	1	1629261	0.131399842274371
1_1630322	1	1630322	0.161016323040469
1_1632438	1	1632438	0.0227962882050893
1_1636993	1	1636993	-0.16327821820479
1_1637828	1	1637828	-0.0906478902440738
1_1665856	1	1665856	-0.346012356798478
1_1669706	1	1669706	-0.240474644400427
1_1704310	1	1704310	-0.0750510351930552
1_1719368	1	1719368	-0.0909925790620767
1_1732521	1	1732521	-0.0750510351930552
1_1752910	1	1752910	-0.209352126904646
1_1754628	1	1754628	0.0435934613055637
1_1754642	1	1754642	0.0328643039738324
1_1757280	1	1757280	0.0841475596561988
1_1759105	1	1759105	-0.0269567469920104
1_1762005	1	1762005	-0.121593621130085
1_1815818	1	1815818	-0.21622709815375
1_1891375	1	1891375	-0.21255455894299
1_1915326	1	1915326	-0.512737273417099
1_1916540	1	1916540	0.005119313490928
1_1916792	1	1916792	0.0785721539201566
1_1918513	1	1918513	-0.244976036635368
1_1923136	1	1923136	-0.135172027630626
1_1923140	1	1923140	-0.227054128638105
1_1923904	1	1923904	0.220404848333116
1_1924451	1	1924451	-0.163860302150911
1_1926326	1	1926326	0.0769520582519948
1_1926457	1	1926457	0.111827099530454
1_1926661	1	1926661	0.203664992873008
1_1926722	1	1926722	-0.00349777416802117
1_1942086	1	1942086	0.0893357827078271
1_1944420	1	1944420	0.22303031773994
1_1956754	1	1956754	0.498134297751747
1_1964940	1	1964940	-0.113525183007691
1_1966450	1	1966450	-0.437621114577763
1_1966521	1	1966521	-0.0750510351930552
1_1968644	1	1968644	-0.242161021028314
1_1968772	1	1968772	-0.132766533049343
1_1970690	1	1970690	0.0299185244084872
1_1970786	1	1970786	0.000237092111181857
1_1972962	1	1972962	-0.490088534471899
1_1974028	1	1974028	-0.218415210364233
1_1985090	1	1985090	0.0637766695042616
1_2023748	1	2023748	0.0909589162458741
1_2024324	1	2024324	-0.188261645641046
1_2024503	1	2024503	0.0218105040595337
1_2024579	1	2024579	0.251177197127933
1_2025598	1	2025598	0.0381595752549357
1_2025673	1	2025673	-0.304532881315823
1_2029235	1	2029235	0.0233526688679392
1_2029675	1	2029675	0.0305591527675434
1_2030027	1	2030027	0.311972087916192
1_2056554	1	2056554	0.0168714542479841
1_2059575	1	2059575	-0.45009046653998
1_2074688	1	2074688	0.094873966249257
1_2169339	1	2169339	-0.0161573461394866
1_2169401	1	2169401	0.251177197127933
1_2169539	1	2169539	0.094873966249257
1_2169545	1	2169545	0.164136628686371
1_2180521	1	2180521	0.121985811866498
1_2181939	1	2181939	-0.42479707422018
1_2182126	1	2182126	-0.195345268910767
1_2182337	1	2182337	0.0836467108260029
1_2182380	1	2182380	0.182445187099309
1_2182443	1	2182443	-0.135805066272152
1_2182461	1	2182461	-0.0446773861495366
1_2182465	1	2182465	-0.10607793081368
1_2190570	1	2190570	0.404941905926558
1_2198019	1	2198019	0.439522137636703
1_2201209	1	2201209	0.153217952480062
1_2229237	1	2229237	0.212230916887416
1_2240778	1	2240778	0.0180583691984263
1_2303882	1	2303882	0.151224820630621
1_2303882.1	1	2303882	0.151224820630621
1_2303939	1	2303939	0.102736084022227
1_2304552	1	2304552	-0.0109206977733396
1_2304552.1	1	2304552	-0.0109206977733396
1_2306103	1	2306103	-0.162513876443395
1_2321534	1	2321534	-0.0936667133604022
1_2332683	1	2332683	0.155561892948361
1_2332752	1	2332752	-0.292642470265682
1_2358704	1	2358704	0.56705537263171
1_2379143	1	2379143	-0.0750510351930552
1_2403103	1	2403103	-0.507366525903735
1_2405080	1	2405080	-0.107472512885433
1_2405080.1	1	2405080	-0.107472512885433
1_2405080.2	1	2405080	-0.107472512885433
1_2405080.3	1	2405080	-0.107472512885433
1_2406784	1	2406784	-0.196357331415189
1_2406885	1	2406885	-0.028508449256025
1_2408773	1	2408773	0.339986464085789
1_2412497	1	2412497	0.144261993211421
1_2427689	1	2427689	0.00836497299458232
1_2430360	1	2430360	0.0824902417934249
1_2430393	1	2430393	-0.11512847456839
1_2489840	1	2489840	-0.300610735608186
1_2491211	1	2491211	0.431908953526828
1_2494907	1	2494907	-0.0750510351930552
1_2496979	1	2496979	0.295786660175254
1_2499031	1	2499031	0.289945781586193
1_2499660	1	2499660	0.169367692473392
1_2502162	1	2502162	0.246877059694307
1_2502203	1	2502203	0.0971299401896251
1_2502535	1	2502535	-0.0426295575006778
1_2502732	1	2502732	0.115051848186888
1_2504255	1	2504255	-0.0750510351930552
1_2504662	1	2504662	-0.0545869326333398
1_2504832	1	2504832	0.196250986624339
1_2504866	1	2504866	0.326311527188712
1_2520751	1	2520751	-0.0433421754657172
1_2520882	1	2520882	0.187983370640739
1_2521922	1	2521922	0.347640036629224
1_2526571	1	2526571	0.147341386143393
1_2529533	1	2529533	-0.242995672507127
1_2529549	1	2529549	-0.258762988365443
1_2529768	1	2529768	0.20925198739439
1_2529825	1	2529825	0.225458076059401
1_2530132	1	2530132	-0.118994382780652
1_2556673	1	2556673	-0.00253853540868722
1_2559170	1	2559170	0.240976458254623
1_2559173	1	2559173	0.240976458254623
1_2559459	1	2559459	0.0527045120053175
1_2559483	1	2559483	0.147341386143393
1_2559621	1	2559621	0.261983952084515
1_2559632	1	2559632	0.0792771111982385
1_2559902	1	2559902	-0.116273697919568
1_2588536	1	2588536	0.0103404560375894
1_2591576	1	2591576	0.187983370640739
1_2591973	1	2591973	0.235289085419095
1_2592689	1	2592689	0.0816744684943979
1_2593833	1	2593833	-0.0554222284441226
1_2596033	1	2596033	0.0909589162458741
1_2596615	1	2596615	0.130267872784451
1_2606261	1	2606261	0.0841475596561988
1_2609829	1	2609829	0.124257773030351
1_2609830	1	2609830	0.147341386143393
1_2644433	1	2644433	0.0268285788261584
1_2783654	1	2783654	-0.146134133254538
1_2785877	1	2785877	-0.157513195385028
1_2787490	1	2787490	0.0462552610290785
1_2789597	1	2789597	-0.148300017223694
1_2800342	1	2800342	0.463815050938647
1_2800478	1	2800478	-0.342984240439688
1_2800484	1	2800484	-0.379905616721476
1_2800545	1	2800545	-0.501865702248253
1_2800790	1	2800790	0.20505688399968
1_3021701	1	3021701	0.152754882329757
1_3021858	1	3021858	-0.217655430635856
1_3021860	1	3021860	-0.214213782864681
1_3022005	1	3022005	-0.305663963334472
1_3022574	1	3022574	-0.0306569158346018
1_3186480	1	3186480	-0.205111575757428
1_3186480.1	1	3186480	-0.205111575757428
1_3385157	1	3385157	-0.00793683933451816
1_3386696	1	3386696	0.16595706431074
1_3396544	1	3396544	0.431908953526828
1_3405509	1	3405509	-0.0526832221646007
1_3411623	1	3411623	0.236150653101249
1_3411715	1	3411715	0.0683131399781222
1_3411881	1	3411881	-0.0936667133604022
1_3412576	1	3412576	0.101105919960772
1_3412736	1	3412736	0.191735505501846
1_3425743	1	3425743	-0.116273697919568
1_3426071	1	3426071	-0.440047851972303
1_3426095	1	3426095	-0.602298038057924
1_3430956	1	3430956	-0.152218895715515
1_3431048	1	3431048	0.0932204473967433
1_3432131	1	3432131	-0.102531771615162
1_3463266	1	3463266	-0.277359210486171
1_3463493	1	3463493	-0.155221383877039
1_3469503	1	3469503	0.30827760435845
1_3471739	1	3471739	-0.283159230523256
1_3473444	1	3473444	-0.0171036859837757
1_3477892	1	3477892	-0.181966239109567
1_3478424	1	3478424	-0.437621114577763
1_3478612	1	3478612	-0.267696113135451
1_3479532	1	3479532	0.0452431985246565
1_3480485	1	3480485	-0.123960635674002
1_3492645	1	3492645	-0.184675526367553
1_3492682	1	3492682	-0.0901579275832635
1_3492708	1	3492708	0.0264869912690069
1_3493846	1	3493846	0.111362089037826
1_3494017	1	3494017	-0.0750510351930552
1_3494371	1	3494371	-0.202806582391428
1_3495901	1	3495901	-0.243173794001382
1_3495957	1	3495957	-0.123414056754454
1_3496003	1	3496003	-0.1943499635654
1_3497541	1	3497541	-0.125091717692651
1_3499682	1	3499682	0.128962856828538
1_3499709	1	3499709	0.410375791977186
1_3499885	1	3499885	0.202482940335854
1_3501081	1	3501081	0.297758228696491
1_3501198	1	3501198	0.213294459169926
1_3505283	1	3505283	0.138544437906234
1_3505549	1	3505549	0.121346177610448
1_3508619	1	3508619	-0.178144528157159
1_3510787	1	3510787	-0.482226416698929
1_3514574	1	3514574	0.094873966249257
1_3514671	1	3514671	0.012411806057284
1_3515498	1	3515498	0.0675533602497453
1_3524189	1	3524189	-0.348811847619908
1_3547098	1	3547098	-0.0750510351930552
1_3595444	1	3595444	0.615264465674329
1_3602546	1	3602546	-0.0380568277108536
1_3631426	1	3631426	0.053273061782484
1_3722203	1	3722203	-0.381712373427107
1_3727147	1	3727147	0.0435934613055637
1_3752608	1	3752608	0.283402935719421
1_3752637	1	3752637	0.197967459213361
1_3752792	1	3752792	-0.0512042932386876
1_3755518	1	3755518	-0.334694851826075
1_3756820	1	3756820	0.17158893239007
1_3761290	1	3761290	-0.0216117762315948
1_3761369	1	3761369	0.0168714542479841
1_3762639	1	3762639	-0.00578837275594149
1_3763322	1	3763322	0.372407941778166
1_3763538	1	3763538	0.439522137636703
1_3763769	1	3763769	0.346086663622206
1_3767350	1	3767350	-0.0750510351930552
1_3769851	1	3769851	-0.338085441026849
1_3771308	1	3771308	0.0303019649531733
1_3782760	1	3782760	0.000897818040243174
1_3786945	1	3786945	0.0134856394086019
1_3787134	1	3787134	0.187983370640739
1_3795946	1	3795946	0.305221045925112
1_3815395	1	3815395	-0.166973524634095
1_3815444	1	3815444	-0.163406909613902
1_3823504	1	3823504	-0.0919248537574514
1_3829360	1	3829360	-0.172661831819478
1_3829920	1	3829920	0.344033297148491
1_3833933	1	3833933	-0.31605913469685
1_3835070	1	3835070	0.0785721539201566
1_3836504	1	3836504	0.0658115006467944
1_3839111	1	3839111	-0.0169480806294871
1_3839662	1	3839662	-0.0621119794855572
1_3839755	1	3839755	-0.0923290266248907
1_3847485	1	3847485	-0.106759894920393
1_3851795	1	3851795	0.573476594305567
1_3883554	1	3883554	-0.356071186500212
1_3883678	1	3883678	0.00438343230134951
1_3889984	1	3889984	0.103286206065457
1_3890824	1	3890824	0.395839698819306
1_3890943	1	3890943	-0.134552046941717
1_3891029	1	3891029	0.0608323928887178
1_3891765	1	3891765	0.575006493749986
1_4711993	1	4711993	-0.386512131029349
1_5863309	1	5863309	-0.295317155421115
1_5864423	1	5864423	0.236892971121685
1_5864440	1	5864440	0.094873966249257
1_5866447	1	5866447	0.00295147680821799
1_5875036	1	5875036	0.0452431985246565
1_5875098	1	5875098	0.000897818040243174
1_5877102	1	5877102	-0.176334371030237
1_5877102.1	1	5877102	-0.176334371030237
1_5880206	1	5880206	0.339986464085789
1_5890953	1	5890953	-0.345698625136724
1_5904731	1	5904731	-0.242778480931122
1_5905324	1	5905324	0.339986464085789
1_5905324.1	1	5905324	0.339986464085789
1_5905764	1	5905764	0.0139539708656897
1_5909185	1	5909185	0.085413637000191
1_5909185.1	1	5909185	0.085413637000191
1_5948118	1	5948118	-0.0601006937270836
1_5978411	1	5978411	0.0381595752549357
1_5978411.1	1	5978411	0.0381595752549357
1_6073370	1	6073370	0.353792263610819
1_6082248	1	6082248	-0.0898480371211359
1_6082379	1	6082379	-0.544536318494276
1_6085742	1	6085742	-0.149051616636832
1_6085837	1	6085837	0.472436760109438
1_6085846	1	6085846	0.444956023687331
1_6085878	1	6085878	0.78744544105701
1_6085974	1	6085974	-0.028508449256025
1_6086245	1	6086245	-0.0750510351930552
1_6088993	1	6088993	0.105521210448766
1_6098502	1	6098502	0.243631400190653
1_6099890	1	6099890	0.582061251283936
1_6099973	1	6099973	0.556561558826922
1_6109928	1	6109928	0.509911465528101
1_6124032	1	6124032	-0.111576911218169
1_6125548	1	6125548	-0.0131232860498535
1_6130155	1	6130155	0.280043923629507
1_6130255	1	6130255	0.179521791892542
1_6136809	1	6136809	0.00211682532940475
1_6149303	1	6149303	0.0386057466025119
1_6152418	1	6152418	-0.189007224490141
1_6152469	1	6152469	-0.142795641828889
1_6207418	1	6207418	-0.161465787010528
1_6208898	1	6208898	0.638067817018783
1_6208934	1	6208934	0.693133289583871
1_6208961	1	6208961	0.661914558973151
1_6209280	1	6209280	-0.267696113135451
1_6210409	1	6210409	0.52639958831667
1_6211065	1	6211065	0.509911465528101
1_6212018	1	6212018	-0.325594496843652
1_6212030	1	6212030	-0.166681510658623
1_6213147	1	6213147	-0.150999888426354
1_6218354	1	6218354	0.427449305336128
1_6225119	1	6225119	-0.0750510351930552
1_6235898	1	6235898	-0.149051616636832
1_6244394	1	6244394	0.0465109446878579
1_6245232	1	6245232	-0.267696113135451
1_6250433	1	6250433	-0.232592312179535
1_6250614	1	6250614	-0.615619416555758
1_6254623	1	6254623	-0.0191978004595378
1_6294955	1	6294955	-0.264875594073072
1_6339467	1	6339467	0.0338833363601086
1_6349836	1	6349836	-0.135592577128106
1_6425205	1	6425205	-0.0324066977845616
1_6440652	1	6440652	0.362012770415788
1_6441049	1	6441049	-0.231776538880508
1_6445735	1	6445735	-0.477149478764401
1_6447451	1	6447451	0.386529050022819
1_6448769	1	6448769	-0.0523309586929717
1_6448885	1	6448885	-0.00466170730165732
1_6449070	1	6449070	-0.309516288830078
1_6452055	1	6452055	0.0610105143829734
1_6454481	1	6454481	0.322912950726847
1_6461443	1	6461443	0.0989783645819937
1_6462158	1	6462158	-0.0981346483060966
1_6462984	1	6462984	-0.0373313692438967
1_6463050	1	6463050	-0.129843508033435
1_6464643	1	6464643	-0.135592577128106
1_6468242	1	6468242	-0.297443456529503
1_6468255	1	6468255	-0.237780535231164
1_6468378	1	6468378	0.33482475897001
1_6468505	1	6468505	0.0419883859971641
1_6469128	1	6469128	0.12392999953334
1_6469143	1	6469143	0.121537630738045
1_6473275	1	6473275	-0.0750510351930552
1_6473275.1	1	6473275	-0.0750510351930552
1_6473333	1	6473333	-0.287354638905919
1_6474072	1	6474072	-0.12287956028367
1_6474109	1	6474109	-0.0255823589287554
1_6474583	1	6474583	-0.0750510351930552
1_6475089	1	6475089	0.112575967982716
1_6475089.1	1	6475089	0.112575967982716
1_6475992	1	6475992	0.0469394891855551
1_6476016	1	6476016	-0.06055146549794
1_6506029	1	6506029	-0.0446773861495366
1_6506064	1	6506064	-0.181966239109567
1_6506148	1	6506148	0.147341386143393
1_6550472	1	6550472	-0.0927530369265142
1_6554475	1	6554475	-0.130192589385516
1_6555384	1	6555384	-0.113525183007691
1_6555409	1	6555409	-0.255623280834876
1_6571046	1	6571046	0.124886535315697
1_6571204	1	6571204	0.240450790534874
1_6574642	1	6574642	0.0165794402725132
1_6575249	1	6575249	0.552980187419987
1_6578719	1	6578719	-0.0332308594984283
1_6579332	1	6579332	0.0841475596561988
1_6579376	1	6579376	0.0582154956704088
1_6581000	1	6581000	-0.440700507509736
1_6593421	1	6593421	0.124886535315697
1_6633012	1	6633012	0.218680167863655
1_6633037	1	6633037	0.397701961942076
1_6634039	1	6634039	-0.169027183402069
1_6634059	1	6634059	-0.254021176238375
1_6635690	1	6635690	0.383154323242162
1_6636172	1	6636172	0.300815866805111
1_6638330	1	6638330	-0.23470770118154
1_6644575	1	6644575	-0.166681510658623
1_6645814	1	6645814	0.410375791977186
1_6645884	1	6645884	0.487543652499646
1_6651086	1	6651086	-0.141140225650828
1_6825174	1	6825174	-0.238109317147101
1_7370160	1	7370160	0.106395836144477
1_7370205	1	7370205	0.0971299401896251
1_7621940	1	7621940	-0.0985100080170441
1_7663474	1	7663474	-0.142955099694859
1_7663528	1	7663528	0.180206020049019
1_7664502	1	7664502	0.301803270197901
1_7664637	1	7664637	0.0624524885568798
1_7664737	1	7664737	0.37511468748939
1_7670988	1	7670988	-0.0944163600599864
1_7732460	1	7732460	0.233899205696097
1_7737485	1	7737485	-0.405696347181527
1_7738425	1	7738425	0.469945058210456
1_7778168	1	7778168	-0.254219880878987
1_7809988	1	7809988	-0.0266880136316561
1_7810546	1	7810546	-0.047829566458031
1_7819317	1	7819317	-0.130017494410984
1_7826538	1	7826538	0.0425185611881211
1_7826690	1	7826690	0.185184737288065
1_7827439	1	7827439	0.279379699381636
1_7827501	1	7827501	0.303460588060675
1_7827519	1	7827519	0.1562745109134
1_7827709	1	7827709	-0.396979130080418
1_7829881	1	7829881	0.0686844422683944
1_7829887	1	7829887	0.153217952480062
1_7829993	1	7829993	0.0440016364507081
1_7830004	1	7830004	0.085413637000191
1_7830049	1	7830049	0.0848203015853341
1_7842655	1	7842655	0.0639253779557554
1_7842676	1	7842676	-0.0190170002787272
1_7846697	1	7846697	-0.132536529853815
1_7852915	1	7852915	0.217730714034791
1_7852944	1	7852944	0.141440784703709
1_7935030	1	7935030	0.20505688399968
1_7939911	1	7939911	0.217129716300255
1_8013850	1	8013850	0.139073770159792
1_8013869	1	8013869	0.128962856828538
1_8013883	1	8013883	0.239459588131824
1_8014274	1	8014274	-0.0328227998037578
1_8330435	1	8330435	0.277829988023219
1_8330720	1	8330720	0.0663048140524863
1_8330828	1	8330828	0.0663048140524863
