	Chromosome	Position	71B_CM-_vs_71B_PBMC.tumour
1_1242506	1	1242506	-0.285533735114874
1_1242516	1	1242516	-0.141529109542408
1_1242601	1	1242601	-0.175140642175109
1_1242864	1	1242864	-0.481930947918378
1_1242871	1	1242871	-0.477571490362177
1_1242875	1	1242875	-0.452487170025896
1_1242886	1	1242886	-0.280051261613066
1_1243468	1	1243468	-0.100501841282353
1_1244420	1	1244420	0.0258146084990469
1_1246651	1	1246651	0.0817014899383956
1_1255392	1	1255392	-0.100501841282353
1_1262318	1	1262318	0.0921432366600424
1_1266173	1	1266173	0.0845300525501672
1_1266225	1	1266225	-0.0241509551522385
1_1284021	1	1284021	0.55157485529734
1_1285442	1	1285442	-0.0830144145535123
1_1285529	1	1285529	-0.226032723366212
1_1285594	1	1285594	-0.159395530335922
1_1286150	1	1286150	0.363065551924149
1_1286952	1	1286952	0.15325475096343
1_1287578	1	1287578	0.0974375363295556
1_1287983	1	1287983	-0.0492765179271803
1_1288005	1	1288005	-0.13485334607313
1_1290683	1	1290683	0.238300072169405
1_1290687	1	1290687	0.250405320576775
1_1291289	1	1291289	-0.331827387388809
1_1291310	1	1291310	-0.27665879643618
1_1291396	1	1291396	0.00137777273686008
1_1294498	1	1294498	0.187478921681671
1_1296589	1	1296589	0.27656780779747
1_1309258	1	1309258	0.027822255693186
1_1310642	1	1310642	0.170145748661316
1_1310993	1	1310993	-0.130249184676405
1_1311058	1	1311058	-0.214158623077921
1_1311467	1	1311467	0.0323924292149922
1_1311527	1	1311527	-0.143251488741691
1_1311620	1	1311620	0.21360674914571
1_1312114	1	1312114	-0.1494114417633
1_1313527	1	1313527	0.250405320576775
1_1313807	1	1313807	0.108951524346596
1_1315577	1	1315577	-0.186658485032068
1_1319056	1	1319056	-0.0180396810903804
1_1319063	1	1319063	0.119764278945707
1_1327457	1	1327457	-0.154440648393157
1_1327560	1	1327560	-0.0774182281693122
1_1327577	1	1327577	-0.0323303386407742
1_1327705	1	1327705	0.073995889949783
1_1331666	1	1331666	-0.125592822245184
1_1332116	1	1332116	0.179606077910382
1_1332124	1	1332124	0.131444886767343
1_1332226	1	1332226	-0.00838363929392199
1_1332271	1	1332271	0.185802343874288
1_1332677	1	1332677	0.158884787536296
1_1333466	1	1333466	0.215274026623414
1_1334123	1	1334123	0.151685182314448
1_1334174	1	1334174	-0.337541038583203
1_1334422	1	1334422	-0.201430750133134
1_1336134	1	1336134	0.52398902362544
1_1336134.1	1	1336134	0.52398902362544
1_1336256	1	1336256	0.375936202660634
1_1336473	1	1336473	0.13396341235467
1_1338022	1	1338022	0.31453565799649
1_1339592	1	1339592	-0.229235155404556
1_1340503	1	1340503	-0.0758397870480844
1_1342153	1	1342153	0.567654594965201
1_1353897	1	1353897	0.0283958918999041
1_1354066	1	1354066	-0.057000202645767
1_1355028	1	1355028	0.353529789612354
1_1387355	1	1387355	0.0552928313250705
1_1393431	1	1393431	0.069423160159959
1_1399095	1	1399095	-0.100501841282353
1_1405744	1	1405744	0.37949109983726
1_1405858	1	1405858	-0.131528736902978
1_1419135	1	1419135	-0.131528736902978
1_1419136	1	1419136	-0.0691376703730185
1_1419158	1	1419158	0.0575630049498977
1_1419399	1	1419399	-0.0511741289187851
1_1419540	1	1419540	-0.366781906619801
1_1420066	1	1420066	0.13916857148593
1_1420173	1	1420173	-0.0862879820626525
1_1420283	1	1420283	0.053303494796682
1_1420931	1	1420931	0.291815581496407
1_1426164	1	1426164	-0.120965943842069
1_1426253	1	1426253	0.331813649428326
1_1426316	1	1426316	0.370803877643236
1_1426353	1	1426353	0.242385872240655
1_1434873	1	1434873	0.640111529898997
1_1434897	1	1434897	0.500948782227372
1_1434899	1	1434899	0.528515839516738
1_1436888	1	1436888	0.0599628309108927
1_1436889	1	1436889	0.077036344269834
1_1437061	1	1437061	0.669200539295852
1_1437288	1	1437288	0.113622964070494
1_1439581	1	1439581	0.0813364817034595
1_1439682	1	1439682	-0.290604724662296
1_1439715	1	1439715	0.13167160084668
1_1452367	1	1452367	0.189004775912631
1_1455506	1	1455506	0.360132524436601
1_1455812	1	1455812	0.108593757440637
1_1455828	1	1455828	-0.0654548941831527
1_1457141	1	1457141	0.0458876456991698
1_1457142	1	1457142	0.0486415980234562
1_1460831	1	1460831	0.104817066695153
1_1460864	1	1460864	0.0298947959733214
1_1468408	1	1468408	0.0547763841955573
1_1468434	1	1468434	-0.013039000032014
1_1477343	1	1477343	-0.180991759142721
1_1478568	1	1478568	0.208448399606799
1_1485152	1	1485152	-0.501600149603323
1_1485808	1	1485808	0.283202451191699
1_1487887	1	1487887	0.204352740246068
1_1489782	1	1489782	-0.0630271358636905
1_1490287	1	1490287	-0.0823544945720939
1_1490346	1	1490346	-0.14444518886995
1_1490373	1	1490373	-0.272113219352553
1_1495604	1	1495604	0.235781546582079
1_1495695	1	1495695	0.0650842244356218
1_1495725	1	1495725	-0.0407955951580859
1_1495783	1	1495783	-0.433077180369224
1_1495793	1	1495793	-0.392682592775664
1_1512312	1	1512312	-0.145589730810891
1_1523889	1	1523889	0.0579275213221297
1_1533961	1	1533961	0.179606077910382
1_1535427	1	1535427	0.0714508415069415
1_1535428	1	1535428	0.089829370821796
1_1544894	1	1544894	-0.013039000032014
1_1599902	1	1599902	-0.12187549207492
1_1615755	1	1615755	0.082620462541536
1_1615856	1	1615856	0.125210938345706
1_1615869	1	1615869	0.140506258221442
1_1616572	1	1616572	0.0965350057772001
1_1623412	1	1623412	-0.150542523781949
1_1623829	1	1623829	-0.413092071590379
1_1623847	1	1623847	-0.432345405034799
1_1625566	1	1625566	-0.0277454988470393
1_1627150	1	1627150	0.225998983394833
1_1627322	1	1627322	0.0486415980234562
1_1629261	1	1629261	0.184900377579895
1_1630322	1	1630322	-0.319511623224149
1_1632438	1	1632438	0.271466936104604
1_1636993	1	1636993	0.106730772883089
1_1637828	1	1637828	0.00641336263415843
1_1665856	1	1665856	-0.113101878061987
1_1669706	1	1669706	-0.0836280227179573
1_1704310	1	1704310	0.224460313694642
1_1719368	1	1719368	-0.000966167731439038
1_1732521	1	1732521	0.083922729855074
1_1752910	1	1752910	-0.0735347936820841
1_1754628	1	1754628	-0.00739243689087198
1_1754642	1	1754642	-0.00347738688748873
1_1757280	1	1757280	0.13167160084668
1_1759105	1	1759105	-0.220796075000065
1_1762005	1	1762005	0.0370016824675817
1_1815818	1	1815818	0.141470949023611
1_1891375	1	1891375	-0.408624136644685
1_1915326	1	1915326	0.288540449463546
1_1916540	1	1916540	-0.0830144145535123
1_1916792	1	1916792	0.0817014899383956
1_1918513	1	1918513	0.294636100558785
1_1923136	1	1923136	-0.193611245673835
1_1923140	1	1923140	-0.068080363589976
1_1923904	1	1923904	0.0617695876165236
1_1924451	1	1924451	-0.140579280657688
1_1926326	1	1926326	0.103370492083296
1_1926457	1	1926457	0.14412052743756
1_1926661	1	1926661	-0.301199191519482
1_1926722	1	1926722	0.0250290408015054
1_1942086	1	1942086	0.0515012521626966
1_1944420	1	1944420	-0.0391012966182102
1_1956754	1	1956754	0.151036925713611
1_1964940	1	1964940	0.577570063830284
1_1966450	1	1966450	0.204352740246068
1_1966521	1	1966521	-0.0687929815550154
1_1968644	1	1968644	-0.30695271874978
1_1968772	1	1968772	0.0127087691656378
1_1970690	1	1970690	-0.182964001474326
1_1970786	1	1970786	0.346957135688868
1_1972962	1	1972962	-0.117575354641295
1_1974028	1	1974028	0.132988288937425
1_1985090	1	1985090	0.234365309312507
1_2023748	1	2023748	0.14412052743756
1_2024324	1	2024324	-0.100501841282353
1_2024503	1	2024503	-0.137027717307468
1_2024579	1	2024579	0.27656780779747
1_2025598	1	2025598	0.390886544126605
1_2025673	1	2025673	-0.0161096539919808
1_2029235	1	2029235	-0.0164375764938789
1_2029675	1	2029675	-0.0492765179271803
1_2030027	1	2030027	0.549311803788771
1_2056554	1	2056554	0.28944467703366
1_2059575	1	2059575	0.238704245036844
1_2074688	1	2074688	0.154312057746472
1_2169339	1	2169339	0.148318705331739
1_2169401	1	2169401	0.324383443952838
1_2169539	1	2169539	-0.203595334246457
1_2169545	1	2169545	-0.169214591366368
1_2180521	1	2180521	0.343104810193261
1_2181939	1	2181939	0.0862666703233731
1_2182126	1	2182126	0.0817014899383956
1_2182337	1	2182337	0.0790475790483593
1_2182380	1	2182380	0.0394284198621217
1_2182443	1	2182443	0.101687009330914
1_2182461	1	2182461	0.417105391637038
1_2182465	1	2182465	0.47440699477488
1_2190570	1	2190570	0.636463752883853
1_2198019	1	2198019	0.0629968910005263
1_2201209	1	2201209	0.00755790457509961
1_2229237	1	2229237	-0.169764503719467
1_2240778	1	2240778	-0.00857935184131407
1_2303882	1	2303882	0.278009781971376
1_2303882.1	1	2303882	0.278009781971376
1_2303939	1	2303939	0.0408540079631881
1_2304552	1	2304552	0.621964183188738
1_2304552.1	1	2304552	0.621964183188738
1_2306103	1	2306103	-0.153941100243814
1_2321534	1	2321534	0.333900982863421
1_2332683	1	2332683	-0.0377660859343907
1_2332752	1	2332752	-0.124348583236721
1_2358704	1	2358704	0.365161731066458
1_2379143	1	2379143	0.136537356018496
1_2403103	1	2403103	-0.0151103500517087
1_2405080	1	2405080	-0.0265012598385767
1_2405080.1	1	2405080	-0.0265012598385767
1_2405080.2	1	2405080	-0.0265012598385767
1_2405080.3	1	2405080	-0.0265012598385767
1_2406784	1	2406784	0.049523602722254
1_2406885	1	2406885	0.0316016947249915
1_2408773	1	2408773	0.000427067568427407
1_2412497	1	2412497	-0.198349164680498
1_2427689	1	2427689	-0.0565584936947565
1_2430360	1	2430360	-0.100501841282353
1_2430393	1	2430393	0.0266100766209859
1_2489840	1	2489840	-0.168405905784157
1_2491211	1	2491211	0.247421462137953
1_2494907	1	2494907	0.0411593079412377
1_2496979	1	2496979	0.0570394357041267
1_2499031	1	2499031	0.0430890123464964
1_2499660	1	2499660	0.104817066695153
1_2502162	1	2502162	-0.100501841282353
1_2502203	1	2502203	0.138685822597073
1_2502535	1	2502535	0.390886544126605
1_2502732	1	2502732	0.152617095686358
1_2504255	1	2504255	0.216355264057587
1_2504662	1	2504662	0.118507940659442
1_2504832	1	2504832	0.170145748661316
1_2504866	1	2504866	0.320635857532908
1_2520751	1	2520751	0.410750973255794
1_2520882	1	2520882	0.285680795324305
1_2521922	1	2521922	0.358929777354944
1_2526571	1	2526571	0.319212145205964
1_2529533	1	2529533	0.304339890890602
1_2529549	1	2529549	0.235781546582079
1_2529768	1	2529768	0.203114375328067
1_2529825	1	2529825	0.40199849924683
1_2530132	1	2530132	0.0287811756626131
1_2556673	1	2556673	0.319401413168307
1_2559170	1	2559170	0.465095334571872
1_2559173	1	2559173	0.445466527822939
1_2559459	1	2559459	0.416289156797223
1_2559483	1	2559483	0.492588540322203
1_2559621	1	2559621	0.32007384153792
1_2559632	1	2559632	0.391351255047321
1_2559902	1	2559902	0.212088389025673
1_2588536	1	2588536	0.414071331547405
1_2591576	1	2591576	-0.116803653611454
1_2591973	1	2591973	-0.188729024294089
1_2592689	1	2592689	0.211442165032387
1_2593833	1	2593833	0.00259165168175018
1_2596033	1	2596033	0.484460659438803
1_2596615	1	2596615	-0.127982577704461
1_2606261	1	2606261	-0.00534460824201344
1_2609829	1	2609829	0.0351532580752131
1_2609830	1	2609830	0.0556173606349284
1_2644433	1	2644433	-0.142730076671651
1_2783654	1	2783654	0.114237007510659
1_2785877	1	2785877	-0.16609018290993
1_2787490	1	2787490	0.267885564697669
1_2789597	1	2789597	0.0677696413074452
1_2800342	1	2800342	0.154755213959721
1_2800478	1	2800478	-0.19013905376703
1_2800484	1	2800484	-0.0473905048227909
1_2800545	1	2800545	-0.0823544945720939
1_2800790	1	2800790	-0.100501841282353
1_3021701	1	3021701	0.189004775912631
1_3021858	1	3021858	-0.228509453658425
1_3021860	1	3021860	-0.264000573565233
1_3022005	1	3022005	-0.717173201730848
1_3022574	1	3022574	0.137189716436977
1_3186480	1	3186480	-0.422429936169716
1_3186480.1	1	3186480	-0.422429936169716
1_3385157	1	3385157	0.170800180535041
1_3386696	1	3386696	0.119279366597557
1_3396544	1	3396544	0.0463395470469179
1_3405509	1	3405509	-0.219800769654698
1_3411623	1	3411623	-0.314626646635201
1_3411715	1	3411715	-0.0665545093590159
1_3411881	1	3411881	0.268142752512039
1_3412576	1	3412576	0.00103618517970894
1_3412736	1	3412736	0.279770239835814
1_3425743	1	3425743	0.353529789612354
1_3426071	1	3426071	0.0938762038844978
1_3426095	1	3426095	0.123929725327693
1_3430956	1	3430956	-0.0598598567850077
1_3431048	1	3431048	0.15613479335329
1_3432131	1	3432131	0.280102160932616
1_3463266	1	3463266	0.318211316139889
1_3463493	1	3463493	0.566922819630776
1_3469503	1	3469503	0.0745848652757378
1_3471739	1	3471739	-0.239664588953979
1_3473444	1	3473444	-0.045639906247835
1_3477892	1	3477892	0.140506258221442
1_3478424	1	3478424	0.270335854085955
1_3478612	1	3478612	0.0392229223842599
1_3479532	1	3479532	0.146412899188164
1_3480485	1	3480485	-0.212394721353251
1_3492645	1	3492645	-0.293146919224749
1_3492682	1	3492682	-0.0861465483052833
1_3492708	1	3492708	-0.100501841282353
1_3493846	1	3493846	-0.140030205468991
1_3494017	1	3494017	0.212656043977277
1_3494371	1	3494371	0.127304076240459
1_3495901	1	3495901	-0.257471187620753
1_3495957	1	3495957	-0.0861465483052833
1_3496003	1	3496003	0.175132601331074
1_3497541	1	3497541	0.442025393118406
1_3499682	1	3499682	0.292643052147648
1_3499709	1	3499709	0.393037631675208
1_3499885	1	3499885	0.391351255047321
1_3501081	1	3501081	0.564631008122786
1_3501198	1	3501198	0.345297911767177
1_3505283	1	3505283	0.00912264989214485
1_3505549	1	3505549	0.44698595402014
1_3508619	1	3508619	0.368983442018867
1_3510787	1	3510787	0.126269020564669
1_3514574	1	3514574	0.322189230539926
1_3514671	1	3514671	0.0515012521626966
1_3515498	1	3515498	-0.0294187432208707
1_3524189	1	3524189	0.249082596507874
1_3547098	1	3547098	0.198021649270065
1_3595444	1	3595444	-0.100501841282353
1_3602546	1	3602546	-0.151127914352321
1_3631426	1	3631426	0.259040545404787
1_3722203	1	3722203	0.284162008952972
1_3727147	1	3727147	0.15325475096343
1_3752608	1	3752608	0.183291124718238
1_3752637	1	3752637	0.190546940721037
1_3752792	1	3752792	0.0415171635900744
1_3755518	1	3755518	0.0731462462026763
1_3756820	1	3756820	-0.0556476054980929
1_3761290	1	3761290	0.00641336263415843
1_3761369	1	3761369	-0.0224993292810803
1_3762639	1	3762639	0.13167160084668
1_3763322	1	3763322	0.451293795503603
1_3763538	1	3763538	0.370127983959808
1_3763769	1	3763769	-0.028352055526518
1_3767350	1	3767350	0.450908099727776
1_3769851	1	3769851	-0.0877907895327994
1_3771308	1	3771308	0.324383443952838
1_3782760	1	3782760	0.206159496951699
1_3786945	1	3786945	0.374836168264304
1_3787134	1	3787134	-0.0112345031852661
1_3795946	1	3795946	-0.140579280657688
1_3815395	1	3815395	0.0885319831076636
1_3815444	1	3815444	-0.138303873994738
1_3823504	1	3823504	0.227302819941678
1_3829360	1	3829360	-0.0882235115039167
1_3829920	1	3829920	-0.125376509921383
1_3833933	1	3833933	-0.0288003759281647
1_3835070	1	3835070	0.157566311658091
1_3836504	1	3836504	0.498960229133918
1_3839111	1	3839111	-0.00739243689087198
1_3839662	1	3839662	0.18774312734872
1_3839755	1	3839755	0.364460883328173
1_3847485	1	3847485	0.272956554245091
1_3851795	1	3851795	0.275007293809853
1_3883554	1	3883554	0.0492452782223285
1_3883678	1	3883678	0.176338364076471
1_3889984	1	3889984	-0.133416463755089
1_3890824	1	3890824	0.414071331547405
1_3890943	1	3890943	0.468158847109702
1_3891029	1	3891029	0.118138445192987
1_3891765	1	3891765	0.0453490251811015
1_4711993	1	4711993	-0.402157541143455
1_5863309	1	5863309	0.31453565799649
1_5864423	1	5864423	0.69304728125022
1_5864440	1	5864440	0.672087662614574
1_5866447	1	5866447	0.420844560142831
1_5875036	1	5875036	-0.14444518886995
1_5875098	1	5875098	-0.191267305205536
1_5877102	1	5877102	-0.0333876454238163
1_5877102.1	1	5877102	-0.0333876454238163
1_5880206	1	5880206	-0.112089815557565
1_5890953	1	5890953	0.287768748433705
1_5904731	1	5904731	-0.203595334246457
1_5905324	1	5905324	-0.0803239593447231
1_5905324.1	1	5905324	-0.0803239593447231
1_5905764	1	5905764	0.125566238197493
1_5909185	1	5909185	0.169587322085391
1_5909185.1	1	5909185	0.169587322085391
1_5948118	1	5948118	0.0782040457021687
1_5978411	1	5978411	0.125379566133974
1_5978411.1	1	5978411	0.125379566133974
1_6073370	1	6073370	0.0669549045692092
1_6082248	1	6082248	0.168958833710873
1_6082379	1	6082379	0.21228559974854
1_6085742	1	6085742	0.37949109983726
1_6085837	1	6085837	0.0408540079631881
1_6085846	1	6085846	0.158884787536296
1_6085878	1	6085878	0.245673799851686
1_6085974	1	6085974	-0.0531961265039966
1_6086245	1	6086245	0.191678910210957
1_6088993	1	6088993	0.268731968383366
1_6098502	1	6098502	0.121890580054095
1_6099890	1	6099890	0.585837679813885
1_6099973	1	6099973	0.439017688677636
1_6109928	1	6109928	0.103031552802779
1_6124032	1	6124032	0.183951548186346
1_6125548	1	6125548	0.464282777501173
1_6130155	1	6130155	0.0617695876165236
1_6130255	1	6130255	-0.137496048764555
1_6136809	1	6136809	0.291076685172501
1_6149303	1	6149303	-0.173565303472077
1_6152418	1	6152418	-0.0151103500517087
1_6152469	1	6152469	-0.00824333343036469
1_6207418	1	6207418	-0.425341531589619
1_6208898	1	6208898	0.225998983394833
1_6208934	1	6208934	0.217468240036326
1_6208961	1	6208961	-0.0301125133909555
1_6209280	1	6209280	-0.100501841282353
1_6210409	1	6210409	0.0415171635900744
1_6211065	1	6211065	0.549000911633513
1_6212018	1	6212018	0.468340994075526
1_6212030	1	6212030	0.524649749554502
1_6213147	1	6213147	-0.198905545343348
1_6218354	1	6218354	0.192694535061693
1_6225119	1	6225119	0.0969442229238638
1_6235898	1	6235898	0.186780110798118
1_6244394	1	6244394	0.289957635275824
1_6245232	1	6245232	0.169587322085391
1_6250433	1	6250433	0.377545455522291
1_6250614	1	6250614	0.615705192717055
1_6254623	1	6254623	0.000192158337119465
1_6294955	1	6294955	-0.0813930183346487
1_6339467	1	6339467	0.288063446635299
1_6349836	1	6349836	0.280927265353671
1_6425205	1	6425205	0.0149753761375825
1_6440652	1	6440652	0.135938354539727
1_6441049	1	6441049	-0.338661578477118
1_6445735	1	6445735	0.0370016824675817
1_6447451	1	6447451	0.509551640401633
1_6448769	1	6448769	-0.392267965659463
1_6448885	1	6448885	-0.134184967538642
1_6449070	1	6449070	0.116728874938316
1_6452055	1	6452055	0.11598997861441
1_6454481	1	6454481	-0.0503160841141365
1_6461443	1	6461443	0.617098428016922
1_6462158	1	6462158	0.0645574049881427
1_6462984	1	6462984	0.248108296257515
1_6463050	1	6463050	0.271466936104604
1_6464643	1	6464643	-0.312805444995218
1_6468242	1	6468242	-0.0198833810740689
1_6468255	1	6468255	0.00755790457509961
1_6468378	1	6468378	0.214008782042526
1_6468505	1	6468505	0.644925331632049
1_6469128	1	6469128	0.00702662302209145
1_6469143	1	6469143	-0.0492765179271803
1_6473275	1	6473275	-0.0842000289532528
1_6473275.1	1	6473275	-0.0842000289532528
1_6473333	1	6473333	-0.169543485712005
1_6474072	1	6474072	0.123929725327693
1_6474109	1	6474109	-0.0598598567850077
1_6474583	1	6474583	-0.244092694911203
1_6475089	1	6475089	0.362125116514751
1_6475089.1	1	6475089	0.362125116514751
1_6475992	1	6475992	0.303220344768656
1_6476016	1	6476016	0.254593117540208
1_6506029	1	6506029	0.444932295252165
1_6506064	1	6506064	0.611695847734911
1_6506148	1	6506148	0.138285018304763
1_6550472	1	6550472	0.249684513646522
1_6554475	1	6554475	-0.15494962530473
1_6555384	1	6555384	0.235101190502086
1_6555409	1	6555409	-0.0515922408014069
1_6571046	1	6571046	0.205124441275908
1_6571204	1	6571204	0.0788218581622086
1_6574642	1	6574642	0.228446681282781
1_6575249	1	6575249	0.16253256455144
1_6578719	1	6578719	0.0921432366600424
1_6579332	1	6579332	0.47704318787632
1_6579376	1	6579376	0.254978813316035
1_6581000	1	6581000	0.171577704154447
1_6593421	1	6593421	-0.074270299709174
1_6633012	1	6633012	0.159141975350666
1_6633037	1	6633037	-0.00887136581678503
1_6634039	1	6634039	0.320961927155923
1_6634059	1	6634059	0.239922597222399
1_6635690	1	6635690	-0.00857935184131407
1_6636172	1	6636172	0.271466936104604
1_6638330	1	6638330	0.0859112829485279
1_6644575	1	6644575	0.128316849213527
1_6645814	1	6645814	0.366065958636573
1_6645884	1	6645884	0.441391937546917
1_6651086	1	6651086	0.228446681282781
1_6825174	1	6825174	0.177600012640382
1_7370160	1	7370160	0.442941390000536
1_7370205	1	7370205	0.736945145931687
1_7621940	1	7621940	0.42191919337009
1_7663474	1	7663474	0.0921432366600424
1_7663528	1	7663528	-0.214960565867268
1_7664502	1	7664502	0.27656780779747
1_7664637	1	7664637	0.00510834667824535
1_7664737	1	7664737	0.718925913075826
1_7670988	1	7670988	0.287768748433705
1_7732460	1	7732460	0.285389312336974
1_7737485	1	7737485	0.0214886830962567
1_7738425	1	7738425	0.0735275584926954
1_7778168	1	7778168	0.269447768467953
1_7809988	1	7809988	-0.0433579341787445
1_7810546	1	7810546	0.308889094855348
1_7819317	1	7819317	0.00912264989214485
1_7826538	1	7826538	0.236023629817967
1_7826690	1	7826690	0.199058440576554
1_7827439	1	7827439	0.0163118237003963
1_7827501	1	7827501	-0.210925830976004
1_7827519	1	7827519	-0.215979058702289
1_7827709	1	7827709	0.296157128681636
1_7829881	1	7829881	0.455314313779286
1_7829887	1	7829887	0.428965546847099
1_7829993	1	7829993	0.147425672161232
1_7830004	1	7830004	0.166602228860487
1_7830049	1	7830049	0.272541569331863
1_7842655	1	7842655	0.0992676710934237
1_7842676	1	7842676	0.105082292367541
1_7846697	1	7846697	0.052654946779067
1_7852915	1	7852915	-0.0716469786101685
1_7852944	1	7852944	-0.152032141922435
1_7935030	1	7935030	0.0138308341966414
1_7939911	1	7939911	0.525683322165316
1_8013850	1	8013850	0.361841372774847
1_8013869	1	8013869	0.303564540175487
1_8013883	1	8013883	0.292509351666492
1_8014274	1	8014274	0.276733625284106
1_8330435	1	8330435	0.169587322085391
1_8330720	1	8330720	0.293777097829693
1_8330828	1	8330828	0.396174127020848
1_8335614	1	8335614	0.301596602288992
1_8339614	1	8339614	-0.0827998395488944
1_8343775	1	8343775	0.327591810821937
1_8343908	1	8343908	0.121890580054095
1_8355558	1	8355558	0.089829370821796
1_8358650	1	8358650	0.212656043977277
1_8358860	1	8358860	0.453096488529468
