	Chromosome	Position	124B_T1_vs_124B_PBMC.tumour
1_1311620	1	1311620	-0.13330155290196
1_1312114	1	1312114	-0.122337581681843
1_1313527	1	1313527	-0.380335968892433
1_1313807	1	1313807	-0.00903064036684556
1_1315577	1	1315577	-0.162419547606597
1_1319056	1	1319056	-0.21713314370543
1_1319063	1	1319063	-0.21713314370543
1_1327457	1	1327457	-0.0188661336341782
1_1327560	1	1327560	0.152271126767587
1_1327577	1	1327577	0.123206988295813
1_1327705	1	1327705	-0.213438660147689
1_1331666	1	1331666	-0.362302046062171
1_1332116	1	1332116	-0.239209178991786
1_1332124	1	1332124	-0.145331792932786
1_1332226	1	1332226	-0.250778021972192
1_1332271	1	1332271	-0.159545652152487
1_1332677	1	1332677	-0.219981506014461
1_1333466	1	1333466	-0.289902502448771
1_1334123	1	1334123	-0.1270720454998
1_1334174	1	1334174	-0.214351469441594
1_1334422	1	1334422	-0.69117109552793
1_1336134	1	1336134	0.243419014825782
1_1336134.1	1	1336134	0.243419014825782
1_1336256	1	1336256	-0.402781115417241
1_1336473	1	1336473	-0.420678856251589
1_1338022	1	1338022	-0.0758349457632546
1_1339592	1	1339592	-0.336525411128749
1_1340503	1	1340503	0.155956173575443
1_1342153	1	1342153	0.337500258284588
1_1353897	1	1353897	-0.245253471848114
1_1354066	1	1354066	-0.529666005147076
1_1355028	1	1355028	-0.0284420827749655
1_1387355	1	1387355	0.0210265934893343
1_1393431	1	1393431	-0.325992482360858
1_1399095	1	1399095	-0.161837463660476
1_1405744	1	1405744	-0.300901501398028
1_1405858	1	1405858	-0.365996529619913
1_1419135	1	1419135	-0.300901501398028
1_1419136	1	1419136	-0.281536176531097
1_1419158	1	1419158	-0.471571889083162
1_1419399	1	1419399	0.00831554173978036
1_1419540	1	1419540	-0.431485611208173
1_1420066	1	1420066	-0.212463536730444
1_1420173	1	1420173	-0.284599689068928
1_1420283	1	1420283	-0.132596595623878
1_1420931	1	1420931	-0.174524215628473
1_1426164	1	1426164	-0.069738870433848
1_1426253	1	1426253	0.0210265934893343
1_1426316	1	1426316	-0.128998850515273
1_1426353	1	1426353	0.0424002442819013
1_1434873	1	1434873	-0.2448674664837
1_1434897	1	1434897	-0.0682407446077531
1_1434899	1	1434899	-0.066436247761005
1_1436888	1	1436888	0.00332459175587543
1_1436889	1	1436889	0.0210265934893343
1_1437061	1	1437061	-0.0741306395510057
1_1437288	1	1437288	-0.0569759185119388
1_1439581	1	1439581	0.0461175744521649
1_1439682	1	1439682	-0.0542615338149028
1_1439715	1	1439715	0.105090858277809
1_1452367	1	1452367	-0.137962930271823
1_1455506	1	1455506	-0.285634744744718
1_1455812	1	1455812	-0.0633655938010381
1_1455828	1	1455828	-0.171618484453062
1_1457141	1	1457141	-0.412626583956856
1_1457142	1	1457142	-0.431485611208173
1_1460831	1	1460831	-0.570167860943336
1_1460864	1	1460864	-0.65435120245404
1_1468408	1	1468408	0.0210265934893343
1_1468434	1	1468434	0.0210265934893343
1_1477343	1	1477343	-0.216837236609554
1_1478568	1	1478568	-0.234812310940256
1_1485152	1	1485152	-0.150926089299961
1_1485808	1	1485808	-0.242007812344459
1_1487887	1	1487887	-0.0643648977413103
1_1489782	1	1489782	-0.282754154687769
1_1490287	1	1490287	-0.261907369782164
1_1490346	1	1490346	-0.176010253570219
1_1490373	1	1490373	-0.178910977019418
1_1495604	1	1495604	0.0403919183562656
1_1495695	1	1495695	-0.116476930260601
1_1495725	1	1495725	-0.162419547606597
1_1495783	1	1495783	-0.204854813926994
1_1495793	1	1495793	0.0210265934893343
1_1512312	1	1512312	-0.320010324345733
1_1523889	1	1523889	-0.0216177439191594
1_1533961	1	1533961	-0.0295994795806336
1_1535427	1	1535427	0.179288677406067
1_1535428	1	1535428	0.160429650154751
1_1544894	1	1544894	-0.208455252633433
1_1599902	1	1599902	-0.275366409290891
1_1615755	1	1615755	-0.417662173854155
1_1615856	1	1615856	0.0450720674559852
1_1615869	1	1615869	-0.164985392120614
1_1616572	1	1616572	-0.49784671677405
1_1623412	1	1623412	-0.167418495923776
1_1623829	1	1623829	-0.163397977648093
1_1623847	1	1623847	-0.000347057303232521
1_1625566	1	1625566	0.0881407893478713
1_1627150	1	1627150	-0.172984026477291
1_1627322	1	1627322	0.0210265934893343
1_1629261	1	1629261	-0.436655243198003
1_1630322	1	1630322	0.52917349715966
1_1632438	1	1632438	-0.182506800595798
1_1636993	1	1636993	0.132919473560232
1_1637828	1	1637828	-0.177753270625163
1_1665856	1	1665856	0.319550084041753
1_1669706	1	1669706	0.184525325772214
1_1704310	1	1704310	-0.156511592062853
1_1719368	1	1719368	0.0834906804359879
1_1732521	1	1732521	-0.0839429661122082
1_1752910	1	1752910	0.217423806292838
1_1754628	1	1754628	-0.394010905789509
1_1754642	1	1754642	-0.334068365333227
1_1757280	1	1757280	-0.23051217350663
1_1759105	1	1759105	-0.310179314986039
1_1762005	1	1762005	0.201598839131155
1_1815818	1	1815818	-0.134251631988577
1_1891375	1	1891375	-0.259081325703401
1_1915326	1	1915326	-0.184087836415278
1_1916540	1	1916540	-0.394010905789509
1_1916792	1	1916792	-0.0934321310955807
1_1918513	1	1918513	-0.214351469441594
1_1923136	1	1923136	0.0210265934893343
1_1923140	1	1923140	-0.00934705555418456
1_1923904	1	1923904	0.0580208009715357
1_1924451	1	1924451	0.10983586044719
1_1926326	1	1926326	-0.0507640895786759
1_1926457	1	1926457	-0.161176737731415
1_1926661	1	1926661	-0.321365603957744
1_1926722	1	1926722	-0.593082252891338
1_1942086	1	1942086	0.171052037493942
1_1944420	1	1944420	-0.219981506014461
1_1956754	1	1956754	-0.806792431127985
1_1964940	1	1964940	0.114135997880816
1_1966450	1	1966450	0.0348323930143648
1_1966521	1	1966521	-0.0647032805365497
1_1968644	1	1968644	0.310533210684319
1_1968772	1	1968772	-0.325423820532097
1_1970690	1	1970690	-0.226900919954251
1_1970786	1	1970786	-0.416378718817964
1_1972962	1	1972962	-0.925534147549205
1_1974028	1	1974028	-0.355536757974874
1_1985090	1	1985090	0.251032198935658
1_2023748	1	2023748	-0.426432383481887
1_2024324	1	2024324	-0.209753613339833
1_2024503	1	2024503	-0.41031271811861
1_2024579	1	2024579	-0.204533106925797
1_2025598	1	2025598	-0.153002806285715
1_2025673	1	2025673	0.00332459175587543
1_2029235	1	2029235	0.0973774796194491
1_2029675	1	2029675	-0.173989388915808
1_2030027	1	2030027	0.160429650154751
1_2056554	1	2056554	-0.0614355667026386
1_2059575	1	2059575	-0.325423820532097
1_2074688	1	2074688	-0.109370043766341
1_2169339	1	2169339	-0.171618484453062
1_2169401	1	2169401	-0.0355569348770331
1_2169539	1	2169539	-0.090866286581563
1_2169545	1	2169545	-0.138172001359919
1_2180521	1	2180521	-0.576535944011455
1_2181939	1	2181939	-0.155851168594745
1_2182126	1	2182126	0.386311057571078
1_2182337	1	2182337	-0.394010905789509
1_2182380	1	2182380	-0.493546579340424
1_2182443	1	2182443	-0.0096702037335821
1_2182461	1	2182461	0.0361334858795427
1_2182465	1	2182465	0.0210265934893343
1_2190570	1	2190570	0.0210265934893343
1_2198019	1	2198019	-0.171618484453062
1_2201209	1	2201209	-0.0976179030092847
1_2229237	1	2229237	-0.00282014846503354
1_2240778	1	2240778	0.108489434739674
1_2303882	1	2303882	-0.509488123209445
1_2303882.1	1	2303882	-0.509488123209445
1_2303939	1	2303939	-0.648824804818335
1_2304552	1	2304552	-0.628066244651537
1_2304552.1	1	2304552	-0.628066244651537
1_2306103	1	2306103	0.0210265934893343
1_2321534	1	2321534	0.00332459175587543
1_2332683	1	2332683	-0.503635396964008
1_2332752	1	2332752	-0.235313159770451
1_2358704	1	2358704	-0.519541787873368
1_2379143	1	2379143	-0.300901501398028
1_2403103	1	2403103	-0.210920134560362
1_2405080	1	2405080	0.262034692993129
1_2405080.1	1	2405080	0.262034692993129
1_2405080.2	1	2405080	0.262034692993129
1_2405080.3	1	2405080	0.262034692993129
1_2406784	1	2406784	-0.0891563242610885
1_2406885	1	2406885	0.000848711551704063
1_2408773	1	2408773	-0.148898407952978
1_2412497	1	2412497	-0.00243237933465454
1_2427689	1	2427689	-0.297334886377836
1_2430360	1	2430360	-0.00322095275734311
1_2430393	1	2430393	0.00453847070076522
1_2489840	1	2489840	0.519480100955816
1_2491211	1	2491211	0.144409008994616
1_2494907	1	2494907	-0.154060113068757
1_2496979	1	2496979	-0.238060627827797
1_2499031	1	2499031	0.267382258176498
1_2499660	1	2499660	-0.425037801410134
1_2502162	1	2502162	-0.532909011611197
1_2502203	1	2502203	-0.777339545341015
1_2502535	1	2502535	-0.0438245508606337
1_2502732	1	2502732	-0.0828092174952055
1_2504255	1	2504255	0.0549739254126718
1_2504662	1	2504662	-0.198286434915142
1_2504832	1	2504832	0.044873335443702
1_2504866	1	2504866	-0.219981506014461
1_2520751	1	2520751	-0.13462427697086
1_2520882	1	2520882	-0.318179492829864
1_2521922	1	2521922	-0.193986297481516
1_2526571	1	2526571	-0.195291313437429
1_2529533	1	2529533	0.158530117239269
1_2529549	1	2529549	0.0387285952227935
1_2529768	1	2529768	-0.435611810256283
1_2529825	1	2529825	-0.127836792425148
1_2530132	1	2530132	-0.242007812344459
1_2556673	1	2556673	-0.159545652152487
1_2559170	1	2559170	0.278824350956981
1_2559173	1	2559173	0.247797455336356
1_2559459	1	2559459	-0.109033947075038
1_2559483	1	2559483	-0.0569759185119388
1_2559621	1	2559621	0.0976478750922468
1_2559632	1	2559632	-0.0517297489459799
1_2559902	1	2559902	-0.490872445042099
1_2588536	1	2588536	-0.176419470716883
1_2591576	1	2591576	-0.286154916028842
1_2591973	1	2591973	-0.42522963640023
1_2592689	1	2592689	0.299742621555398
1_2593833	1	2593833	-0.461574189602144
1_2596033	1	2596033	0.0520534891099589
1_2596615	1	2596615	0.0520534891099589
1_2606261	1	2606261	-0.110217939788918
1_2609829	1	2609829	-0.141702906548774
1_2609830	1	2609830	-0.166058959111161
1_2644433	1	2644433	-0.261373137211391
1_2783654	1	2783654	-0.357485029764395
1_2785877	1	2785877	-0.424384554833028
1_2787490	1	2787490	-0.504064451254423
1_2789597	1	2789597	-0.341543485895374
1_2800342	1	2800342	-0.070603881976234
1_2800478	1	2800478	-0.193986297481516
1_2800484	1	2800484	-0.123363315845841
1_2800545	1	2800545	0.0605549576759715
1_2800790	1	2800790	0.000848711551704063
1_3021701	1	3021701	0.0699361939702807
1_3021858	1	3021858	0.0210265934893343
1_3021860	1	3021860	0.07106727598893
1_3022005	1	3022005	0.0668302831024591
1_3022574	1	3022574	-0.347360812490688
1_3186480	1	3186480	-0.137671152529724
1_3186480.1	1	3186480	-0.137671152529724
1_3385157	1	3385157	-0.145623275920117
1_3386696	1	3386696	0.0905675267424114
1_3396544	1	3396544	-0.270436220670977
1_3405509	1	3405509	0.250508439612102
1_3411623	1	3411623	-0.411084419148451
1_3411715	1	3411715	-0.268480023705651
1_3411881	1	3411881	-0.253833247741249
1_3412576	1	3412576	0.0541934574245336
1_3412736	1	3412736	-0.139438078703912
1_3425743	1	3425743	0.430417529627036
1_3426071	1	3426071	-0.0539354641918877
1_3426095	1	3426095	0.08515693090905
1_3430956	1	3430956	-0.00872074990471773
1_3431048	1	3431048	-0.373604695127673
1_3432131	1	3432131	-0.539688360985145
1_3463266	1	3463266	-0.0756494259223394
1_3463493	1	3463493	-0.198754614390576
1_3469503	1	3469503	0.0661144830178724
1_3471739	1	3471739	0.0914159213807324
1_3473444	1	3473444	-0.114132989792302
1_3477892	1	3477892	-0.0226947839399835
1_3478424	1	3478424	-0.152305009396227
1_3478612	1	3478612	0.0210265934893343
1_3479532	1	3479532	-0.0395149484457166
1_3480485	1	3480485	-0.709786773695277
1_3492645	1	3492645	0.32683502301342
1_3492682	1	3492682	0.0805276052379959
1_3492708	1	3492708	0.158530117239269
1_3493846	1	3493846	-0.128720526015348
1_3494017	1	3494017	-0.0891563242610885
1_3494371	1	3494371	0.502153283225951
1_3495901	1	3495901	0.062446520869315
1_3495957	1	3495957	0.076521706081038
1_3496003	1	3496003	0.234430231598528
1_3497541	1	3497541	0.281089432791837
1_3499682	1	3499682	0.2990113407891
1_3499709	1	3499709	0.277802008851446
1_3499885	1	3499885	-0.0295994795806336
1_3501081	1	3501081	0.0210265934893343
1_3501198	1	3501198	-0.264375625372914
1_3505283	1	3505283	-0.389906507456773
1_3505549	1	3505549	-0.0555946881135782
1_3508619	1	3508619	0.141320827207046
1_3510787	1	3510787	-0.0064541429327727
1_3514574	1	3514574	-0.349341856455781
1_3514671	1	3514671	-0.631050103090359
1_3515498	1	3515498	0.0371462588526111
1_3524189	1	3524189	-0.305474231187852
1_3547098	1	3547098	0.123388311119012
1_3595444	1	3595444	-0.0944506239306016
1_3602546	1	3602546	-0.139438078703912
1_3631426	1	3631426	0.322682293350436
1_3722203	1	3722203	-0.171618484453062
1_3727147	1	3727147	0.320586875348242
1_3752608	1	3752608	0.155327685200926
1_3752637	1	3752637	0.107441345306808
1_3752792	1	3752792	-0.0324126654721262
1_3755518	1	3755518	-0.0885978976851638
1_3756820	1	3756820	0.0210265934893343
1_3761290	1	3761290	-0.120992411383094
1_3761369	1	3761369	-0.187920296782162
1_3762639	1	3762639	0.0441102066023754
1_3763322	1	3763322	-0.162685359683054
1_3763538	1	3763538	-0.0440684347325506
1_3763769	1	3763769	0.337883698829275
1_3767350	1	3767350	0.121955502340115
1_3769851	1	3769851	-0.177302122956644
1_3771308	1	3771308	0.124862404473874
1_3782760	1	3782760	-0.070603881976234
1_3786945	1	3786945	0.30113451268207
1_3787134	1	3787134	-0.204265718352908
1_3795946	1	3795946	-0.0179675381265292
1_3815395	1	3815395	-0.0845835944712645
1_3815444	1	3815444	-0.163397977648093
1_3823504	1	3823504	0.139208019837648
1_3829360	1	3829360	0.102556478985933
1_3829920	1	3829920	0.0355261631844495
1_3833933	1	3833933	-0.123921742421765
1_3835070	1	3835070	0.0210265934893343
1_3836504	1	3836504	-0.0233675258691191
1_3839111	1	3839111	0.0807328396136018
1_3839662	1	3839662	-0.153002806285715
1_3839755	1	3839755	-0.0872262971626892
1_3847485	1	3847485	-0.212463536730444
1_3851795	1	3851795	-0.0720828109021471
1_3883554	1	3883554	0.0356733694537356
1_3883678	1	3883678	-0.150739754777146
1_3889984	1	3889984	-0.181790289510353
1_3890824	1	3890824	0.0979885753042183
1_3890943	1	3890943	0.0734940133834697
1_3891029	1	3891029	-0.336525411128749
1_3891765	1	3891765	0.0704952697536343
1_4711993	1	4711993	-0.493546579340424
1_5863309	1	5863309	-0.283126799670052
1_5864423	1	5864423	-0.00544561787185672
1_5864440	1	5864440	0.124120086453438
1_5866447	1	5866447	-0.0334211905330421
1_5875036	1	5875036	-0.294175638209715
1_5875098	1	5875098	-0.194702097566103
1_5877102	1	5877102	-0.0207935822052928
1_5877102.1	1	5877102	-0.0207935822052928
1_5880206	1	5880206	-0.0751887217699688
1_5890953	1	5890953	-0.483015911848254
1_5904731	1	5904731	0.101645053697619
1_5905324	1	5905324	-0.12482427297412
1_5905324.1	1	5905324	-0.12482427297412
1_5905764	1	5905764	0.157230977087646
1_5909185	1	5909185	-0.174697877385034
1_5909185.1	1	5909185	-0.174697877385034
1_5948118	1	5948118	0.0897393435733486
1_5978411	1	5978411	-0.73978574263124
1_5978411.1	1	5978411	-0.73978574263124
1_6073370	1	6073370	0.221723943726463
1_6082248	1	6082248	-0.434342999824728
1_6082379	1	6082379	-0.208455252633433
1_6085742	1	6085742	-0.307596153972036
1_6085837	1	6085837	-0.177519085892746
1_6085846	1	6085846	-0.341543485895374
1_6085878	1	6085878	-0.218161070390092
1_6085974	1	6085974	0.0474988048505254
1_6086245	1	6086245	-0.280629106371767
1_6088993	1	6088993	0.0654207128477877
1_6098502	1	6098502	0.120562267040249
1_6099890	1	6099890	-0.173476430673644
1_6099973	1	6099973	-0.0968098968045239
1_6109928	1	6109928	-0.0305037071507477
1_6124032	1	6124032	-0.424773159560196
1_6125548	1	6125548	0.118637390115757
1_6130155	1	6130155	0.251806800318502
1_6130255	1	6130255	0.145473964413823
1_6136809	1	6136809	0.110663805974011
1_6149303	1	6149303	-0.229516868161263
1_6152418	1	6152418	0.224559987574466
1_6152469	1	6152469	-0.0257676179896068
1_6207418	1	6207418	0.124649224563492
1_6208898	1	6208898	-0.0117633416283352
1_6208934	1	6208934	-0.195106837375431
1_6208961	1	6208961	-0.211336116602042
1_6209280	1	6209280	0.15637844638422
1_6210409	1	6210409	0.166457033010898
1_6211065	1	6211065	-0.260386341659314
1_6212018	1	6212018	-0.361443043333079
1_6212030	1	6212030	-0.0736102806487409
1_6213147	1	6213147	-0.278533688369574
1_6218354	1	6218354	-0.760793236461132
1_6225119	1	6225119	-0.270436220670977
1_6235898	1	6235898	0.0950271749331111
1_6244394	1	6244394	0.614116975093891
1_6245232	1	6245232	-0.0290140890102612
1_6250433	1	6250433	-0.417857647743877
1_6250614	1	6250614	0.568514388791827
1_6254623	1	6254623	-0.0872262971626892
1_6294955	1	6294955	0.324807341666437
1_6339467	1	6339467	-0.37630890405605
1_6349836	1	6349836	-0.112829153245456
1_6425205	1	6425205	0.0361334858795427
1_6440652	1	6440652	0.116604253471566
1_6441049	1	6441049	-0.361443043333079
1_6445735	1	6445735	-0.0185017706973031
1_6447451	1	6447451	0.0420882090171639
1_6448769	1	6448769	-0.292788855610708
1_6448885	1	6448885	-0.243945616585952
1_6449070	1	6449070	-0.556282334688387
1_6452055	1	6452055	-0.233787305539491
1_6454481	1	6454481	0.175060222161755
1_6461443	1	6461443	-0.341543485895374
1_6462158	1	6462158	-0.485933395230549
1_6462984	1	6462984	-0.242007812344459
1_6463050	1	6463050	0.0811475859269053
1_6464643	1	6464643	0.310533210684319
1_6468242	1	6468242	-0.44055349172654
1_6468255	1	6468255	-0.376732914357674
1_6468378	1	6468378	-0.388086071832404
1_6468505	1	6468505	-0.394010905789509
1_6469128	1	6469128	-0.377522783000941
1_6469143	1	6469143	-0.430184518342994
1_6473275	1	6473275	-0.068610618995342
1_6473275.1	1	6473275	-0.068610618995342
1_6473333	1	6473333	0.0545791532003609
1_6474072	1	6474072	-0.357485029764395
1_6474109	1	6474109	-0.389605726669508
1_6474583	1	6474583	-0.448458689811886
1_6475089	1	6475089	0.424923535162978
1_6475089.1	1	6475089	0.424923535162978
1_6475992	1	6475992	-0.42522963640023
1_6476016	1	6476016	-0.320010324345733
1_6506029	1	6506029	-0.0944506239306016
1_6506064	1	6506064	-0.201365827847114
1_6506148	1	6506148	0.0210265934893343
1_6550472	1	6550472	0.240592970747019
1_6554475	1	6554475	-0.552708651808568
1_6555384	1	6555384	0.0210265934893343
1_6555409	1	6555409	0.21367167143173
1_6571046	1	6571046	0.0634618598097309
1_6571204	1	6571204	-0.0100003021312902
1_6574642	1	6574642	-0.0305037071507477
1_6575249	1	6575249	-0.179272056996497
1_6578719	1	6578719	0.262034692993129
1_6579332	1	6579332	-0.148898407952978
1_6579376	1	6579376	-0.0220421284025517
1_6581000	1	6581000	-0.368015697256565
1_6593421	1	6593421	-0.198939090452574
1_6633012	1	6633012	-0.341543485895374
1_6633037	1	6633037	-0.435831081484137
1_6634039	1	6634039	-0.228332875447383
1_6634059	1	6634059	-0.316554765709513
1_6635690	1	6635690	0.129732852931834
1_6636172	1	6636172	0.101645053697619
1_6638330	1	6638330	0.350334218742294
1_6644575	1	6644575	-0.211146848639699
1_6645814	1	6645814	-0.554088121275475
1_6645884	1	6645884	-0.438405025147963
1_6651086	1	6651086	-0.406394630245342
1_6825174	1	6825174	-0.135374963853233
1_7370160	1	7370160	-0.329470653594799
1_7370205	1	7370205	-0.599125335694122
1_7621940	1	7621940	0.153476889512984
1_7663474	1	7663474	-0.0773771105716601
1_7663528	1	7663528	-3.50220384952143e-05
1_7664502	1	7664502	-0.15454497109412
1_7664637	1	7664637	0.502895601246387
1_7664737	1	7664737	-0.159545652152487
1_7670988	1	7670988	-0.39954908933094
1_7732460	1	7732460	0.305756070422447
1_7737485	1	7737485	0.0833108717436772
1_7738425	1	7738425	0.239206763538868
1_7778168	1	7778168	0.000562490929618724
1_7809988	1	7809988	-0.192568879609955
1_7810546	1	7810546	-0.25581361186949
1_7819317	1	7819317	-0.191126643342275
1_7826538	1	7826538	-0.244317973031661
1_7826690	1	7826690	-0.254607849124093
1_7827439	1	7827439	-0.201365827847114
1_7827501	1	7827501	-0.245048266664511
1_7827519	1	7827519	-0.101830154296199
1_7827709	1	7827709	-0.191967129844864
1_7829881	1	7829881	-0.132596595623878
1_7829887	1	7829887	-0.130976499955716
1_7829993	1	7829993	0.132057905878078
1_7830004	1	7830004	-0.0203933338906465
1_7830049	1	7830049	-0.168451205374379
1_7842655	1	7842655	0.151610703299479
1_7842676	1	7842676	0.170170032795144
1_7846697	1	7846697	-0.103420777435154
1_7852915	1	7852915	-0.135477892190656
1_7852944	1	7852944	-0.111867677008011
1_7935030	1	7935030	0.07106727598893
1_7939911	1	7939911	0.0210265934893343
1_8013850	1	8013850	0.0950271749331111
1_8013869	1	8013869	0.0973774796194491
1_8013883	1	8013883	0.0957943618913065
1_8014274	1	8014274	0.414171486919336
